_id,Tenancy__r:Contract:PMS_Reference__c,ownerid,accountid,recordtypeid,unit__c,status,tenancy_status__c,startdate,tenancy_end_date__c,agreement_type__c,document_type__c,memorandum_of_agreement_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,break_clause__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c,opportunity__c,pms_reference__c
800Nz000009c5PpIAI,122600021005,0054J000004vXOiQAM,0018d00000V6MNOAA3,012Pv0000021hzSIAQ,a1G4J0000025x79UAA,Activated,Activated,2024-04-14,2025-04-13,AST,AST,,,6.0,1330,2 at 10 to expire at 12,,"Change Of Sharer Clause 

1. Lauryn Carey shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Desmond Orobor will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Desmond Orobor shall reimburse Lauryn Carey the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Desmond Orobor shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy from 14/04/2023.",,,,006Nz000006lSPBIA2,122600021005
800Nz000009r0j8IAA,418576063003,0054J000004vXOnQAM,0014J00000XJbFwQAL,012Pv0000021hzSIAQ,a1G4J0000025z2sUAA,Activated,Activated,2024-05-20,2025-05-19,Live Work,Live Work Agreement;Simple Declaration,,,4.0,2080,Live Work,,,,,,006Nz000008BqhsIAC,418576063003
800Nz000009cPeaIAE,222744007001,0054J000004vXOnQAM,001Nz000002cdnCIAQ,012Pv0000021hzSIAQ,a1G8d000002QBL8EAO,Activated,Activated,2024-04-13,2024-10-12,AST,AST,,,4.0,1950,No Break,,"Change Of Sharer Clause 

1. Mariane Brandão Mauricio shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
2. Mariane Brandão Mauricio shall reimburse David Lawson the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
3. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
4. Mariane Brandão Mauricio shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 13th October 2023.",,,,006Nz000008qM6KIAU,222744007001
800Nz000009hFMuIAM,222676085001,0054J000004vXOnQAM,0018d000002v4FNAAY,012Pv0000021hzSIAQ,a1G8d0000004D8KEAU,Activated,Activated,2024-06-01,2026-05-31,AST,AST,,,4.0,1275,2 at 10 to expire at 12,,,,,,006Nz000008ePYWIA2,222676085001
800Nz000009hSAPIA2,222677025002,0054J000004vXOnQAM,0018d00000TLmKNAA1,012Pv0000021hzSIAQ,a1G8d0000004DBdEAM,Activated,Activated,2024-05-19,2025-05-18,AST,AST,,,6.0,1205,No Break,,,,,,006Nz000007eunRIAQ,222677025002
800Nz000009hSzyIAE,222630012005,0054J000004vXOnQAM,0018d00000aFRwBAAW,012Pv0000021hzSIAQ,a1G4J0000025ynrUAA,Activated,Activated,2024-06-01,2025-05-31,AST,AST,,,4.0,990,2 at 4 to expire at 6,,,,,,006Nz000008cqckIAA,222630012005
800Nz000009hV8FIAU,222678053003,0054J000004vXOnQAM,0018d00000aFJlgAAG,012Pv0000021hzSIAQ,a1G8d0000004DFtEAM,Activated,Activated,2024-05-29,2025-05-28,AST,AST,,,4.0,1350,No Break,,,,,,006Nz000008ssGaIAI,222678053003
800Nz000009hxHkIAI,418538056004,0054J000004vXOnQAM,0014J00000WsceBQAR,012Pv0000021hzSIAQ,a1G4J0000025zgOUAQ,Activated,Activated,2024-04-16,2025-04-15,AST,AST,,,6.0,980.77,2 at 4 to expire at 6,,,,,,006Nz000006r1CRIAY,418538056004
800Nz000009i1YFIAY,127229015001,0054J000004vXP2QAM,0014J00000VvRZWQA3,012Pv0000021hzSIAQ,a1G4J0000025xIhUAI,Activated,Activated,2024-04-23,2029-04-22,AST,AST,,,6.0,0,Check Contract,,,,,,006Nz0000074p58IAA,127229015001
800Nz000009i83RIAQ,317585003006,0054J000004vXOnQAM,0018d000006Y46KAAS,012Pv0000021hzSIAQ,a1G4J00000262zhUAA,Activated,Activated,2024-04-04,2025-04-03,AST,AST,,,6.0,1945,2 at 4 to expire at 6,,,,,,006Nz000006MXhuIAG,317585003006
800Nz000009iEGnIAM,127131010001,0054J000004vXP2QAM,0014J00000VvQLrQAN,012Pv0000021hzSIAQ,a1G4J0000025wuSUAQ,Activated,Activated,2024-04-13,2029-04-12,AST,AST,,,6.0,0,Check Contract,,,,,,006Nz000008z2MuIAI,127131010001
800Nz000009kdfVIAQ,222676073001,0054J000004vXOnQAM,0018d000002v4EeAAI,012Pv0000021hzSIAQ,a1G8d0000004DB9EAM,Activated,Activated,2024-05-03,2025-05-02,AST,AST,,,6.0,1365,2 at 4 to expire at 6,,,,,,006Nz000007X4XBIA0,222676073001
800Nz000009krNVIAY,222488035003,0054J000004vXOiQAM,0014J00000VvTETQA3,012Pv0000021hzSIAQ,a1G4J0000025y6bUAA,Activated,Activated,2024-05-01,2025-04-30,AST,AST,,,6.0,625,2 at 4 to expire at 6,,,,,,006Nz000007RPrqIAG,222488035003
800Nz000009lGvNIAU,222659073004,0054J000004vXP2QAM,001Nz0000020AsfIAE,012Pv0000021hzSIAQ,a1G4J0000025xblUAA,Activated,Activated,2024-03-08,2024-09-07,AST,AST,,,4.0,1415,No Break,,"Change Of Sharer Clause 

1. Kirsty Emeshili will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
2. Kirsty Emeshili shall reimburse Nmesoma Obi the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
3. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
4. Kirsty Emeshili shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy.",,,,006Nz000008DYosIAG,222659073004
800Nz000009lV4wIAE,418645130001,0054J000004vXOnQAM,0014J00000VvVIvQAN,012Pv0000021hzSIAQ,a1G4J00000260D2UAI,Activated,Activated,2024-04-27,2026-04-26,AST,AST,,,4.0,2101.85,2 at 4 to expire at 6,,,,,,006Nz000007FViqIAG,418645130001
800Nz000009lVeKIAU,127057244004,0054J000004vXOiQAM,0014J00000VvSONQA3,012Pv0000021hzSIAQ,a1G4J0000025xLBUAY,Activated,Activated,2024-05-01,2025-04-30,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,006Nz00000922BqIAI,127057244004
800Nz000009lVhdIAE,418574017003,0054J000004vXOnQAM,0018d000006Yf3EAAS,012Pv0000021hzSIAQ,a1G4J0000025zoKUAQ,Activated,Activated,2024-04-15,2025-04-14,AST,AST,,,6.0,1795,2 at 4 to expire at 6,,,,,,006Nz000006o96ZIAQ,418574017003
800Nz000009lceCIAQ,418538012002,0054J000004vXOnQAM,0014J00000VvUXBQA3,012Pv0000021hzSIAQ,a1G4J0000025zlJUAQ,Activated,Activated,2024-05-01,2025-04-30,AST,AST,,,6.0,905.77,2 at 10 to expire at 12,,,,,,006Nz000007RPs4IAG,418538012002
800Nz000009lkdJIAQ,222487028005,0054J000004vXOiQAM,0014J00000VvSmaQAF,012Pv0000021hzSIAQ,a1G4J0000025xnbUAA,Activated,Activated,2024-04-09,2025-04-08,AST,AST,,,6.0,650,Renewal 2 month,,,,,,006Nz000006Z15yIAC,222487028005
800Nz000009niluIAA,418574031002,0054J000004vXOnQAM,0014J00000WfyouQAB,012Pv0000021hzSIAQ,a1G4J0000025zo1UAA,Activated,Activated,2024-04-30,2025-04-29,AST,AST,,,6.0,1950,2 at 4 to expire at 6,,,,,,006Nz000007L7m6IAC,418574031002
800Nz000009nmOHIAY,127233001001,0054J000004vXP2QAM,0014J00000VvRabQAF,012Pv0000021hzSIAQ,a1G4J0000025xLLUAY,Activated,Activated,2024-04-06,2029-04-05,AST,AST,,,6.0,0,2 at 4 to expire at 6,,,,,,006Nz000006P9MqIAK,127233001001
800Nz000009noktIAA,418576089001,0054J000004vXOnQAM,0014J00000VvUuTQAV,012Pv0000021hzSIAQ,a1G4J000002602MUAQ,Activated,Activated,2024-05-02,2025-05-01,Live Work,Live Work Agreement;Simple Declaration,,,4.0,2310,Live Work,,,,,,006Nz000007UJamIAG,418576089001
800Nz000009o4UiIAI,418578011003,0054J000004vXOnQAM,0018d00000TLDRfAAP,012Pv0000021hzSIAQ,a1G4J000002606JUAQ,Activated,Activated,2024-05-06,2025-05-05,Live Work,Live Work Agreement;Simple Declaration,,,4.0,2100,Live Work,,,,,,006Nz000007dEIeIAM,418578011003
800Nz000009o6CKIAY,127483061001,0054J000004vXP2QAM,0018d00000LLiWIAA1,012Pv0000021hzSIAQ,a1G4J0000025xYAUAY,Activated,Activated,2024-05-02,2029-05-01,AST,AST,,,4.0,1320,Renewal 2 month,,,,,,006Nz0000021NJOIA2,127483061001
800Nz000009oBeQIAU,418576073006,0054J000004vXOnQAM,0014J00000VvUmNQAV,012Pv0000021hzSIAQ,a1G4J0000025zvKUAQ,Activated,Activated,2024-05-11,2025-05-10,Live Work,Live Work Agreement;Simple Declaration,,,4.0,1950,Live Work,,,,,,006Nz000007qsTYIAY,418576073006
800Nz000009oJ0nIAE,222489003005,0054J000004vXOiQAM,0018d00000aEiW1AAK,012Pv0000021hzSIAQ,a1G4J0000025xwcUAA,Activated,Activated,2024-05-19,2026-05-18,AST,AST,,,4.0,885,2 at 10 to expire at 12,,,,,,006Nz000008kjyPIAQ,222489003005
800Nz000009rdixIAA,222579151003,0054J000004vXOiQAM,0018d000002tkezAAA,012Pv0000021hzSIAQ,a1G4J0000025ybYUAQ,Activated,Activated,2024-04-30,2025-04-29,AST,AST,,,6.0,950,2 at 4 to expire at 6,,,,,,006Nz000007OHyKIAW,222579151003
800Nz000009rermIAA,418576038004,0054J000004vXOnQAM,0018d00000aFqaFAAS,012Pv0000021hzSIAQ,a1G4J000002607RUAQ,Activated,Activated,2024-05-26,2025-05-25,Live Work,Live Work Agreement;Simple Declaration,,,4.0,2275,Live Work,,,,,,006Nz000008PHUJIA4,418576038004
800Nz000009rm7pIAA,222520057006,0054J000004vXOiQAM,0018d0000095QRoAAM,012Pv0000021hzSIAQ,a1G4J0000025xCCUAY,Activated,Activated,2024-05-06,2025-05-05,AST,AST,,,6.0,915,2 at 10 to expire at 12,,,,,,006Nz000007dEIZIA2,222520057006
800Nz000009rmCeIAI,222580052002,0054J000004vXOiQAM,0018d000002r34TAAQ,012Pv0000021hzSIAQ,a1G4J0000025ydJUAQ,Activated,Activated,2024-05-04,2025-05-03,AST,AST,,,6.0,1135,2 at 4 to expire at 6,,,,,,006Nz000007YTBjIAO,222580052002
800Nz000009rp0oIAA,122586015005,0054J000004vXOiQAM,0018d000004TuYhAAK,012Pv0000021hzSIAQ,a1G4J0000025x2JUAQ,Activated,Activated,2024-05-18,2025-05-17,AST,AST,,,4.0,835,Renewal 2 month,,,,,,006Nz000008WWJVIA4,122586015005
800Nz000009rp5eIAA,222489015006,0054J000004vXOiQAM,0018d00000WuQpQAAV,012Pv0000021hzSIAQ,a1G4J0000025xbvUAA,Activated,Activated,2024-05-24,2025-05-23,AST,AST,,,4.0,760,2 at 10 to expire at 12,,,,,,006Nz000008MTWsIAO,222489015006
800Nz000009rpSFIAY,122614001003,0054J000004vXOiQAM,0014J00000VvRCCQA3,012Pv0000021hzSIAQ,a1G4J0000025wzcUAA,Activated,Activated,2024-05-03,2025-05-02,AST,AST,,,6.0,875,2 at 10 to expire at 12,,,,,,006Nz000007X4XAIA0,122614001003
800Nz000009rwIQIAY,222744005003,0054J000004vXOnQAM,001Nz000003pU5bIAE,012Pv0000021hzSIAQ,a1G8d000002QBKyEAO,Activated,Activated,2024-03-20,2024-11-19,AST,AST,,,4.0,2380,No Break,,"Change Of Sharer Clause 

1. Abantika Saha shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Vanika Sood shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Vanika Sood shall reimburse Abantika Saha the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Vanika Sood shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 20th November 2023.",,,,006Nz0000091W7HIAU,222744005003
800Nz000009rx4oIAA,222677014001,0054J000004vXOnQAM,0018d000002v44YAAQ,012Pv0000021hzSIAQ,a1G8d0000004DB3EAM,Activated,Activated,2024-05-13,2025-05-12,AST,AST,,,6.0,1150,2 at 4 to expire at 6,,,,,,006Nz000007sTu0IAE,222677014001
800Nz000009s3jlIAA,222581053001,0054J000004vXOiQAM,0018d000003VotNAAS,012Pv0000021hzSIAQ,a1G4J0000025xzYUAQ,Activated,Activated,2024-04-01,2025-03-31,AST,AST,,,6.0,1150,2 at 10 to expire at 12,,,,,,006Nz000006WqxnIAC,222581053001
800Nz000009tyGDIAY,222522066003,0054J000004vXOiQAM,0014J00000WqczDQAR,012Pv0000021hzSIAQ,a1G4J0000025yEvUAI,Activated,Activated,2024-07-01,2025-06-30,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,006Nz0000099fBgIAI,222522066003
800Nz000009u5UWIAY,222522027004,0054J000004vXOiQAM,0014J00000WqczDQAR,012Pv0000021hzSIAQ,a1G4J0000025yCiUAI,Activated,Activated,2024-06-01,2025-05-31,AST,AST,,,4.0,740,2 at 10 to expire at 12,,,,,,006Nz000008qfIfIAI,222522027004
800Nz000009uAPRIA2,222708156001,0054J000004vXP2QAM,0018d00000V7VZSAA3,012Pv0000021hzSIAQ,a1G8d0000005rAuEAI,Activated,Activated,2024-05-13,2026-05-12,AST,AST,,,4.0,1290,Check Contract,,,,,,006Nz000008bv2jIAA,222708156001
800Nz000009uGGJIA2,222648041004,0054J000004vXOiQAM,0018d00000WvcleAAB,012Pv0000021hzSIAQ,a1G4J0000025y6dUAA,Activated,Activated,2024-05-20,2025-05-19,AST,AST,,,4.0,1400,2 at 10 to expire at 12,,,,,,006Nz000008Bqi2IAC,222648041004
800Nz000009uUXrIAM,418577007004,0054J000004vXPBQA2,001Nz000009GeCQIA0,012Pv0000021hzSIAQ,a1G4J0000025znGUAQ,Activated,Activated,2024-03-18,2025-03-17,Live Work,Live Work Agreement,,,4.0,2050,Live Work,Water re-charge Clause,,,,,006Nz0000090urRIAQ,418577007004
800Nz000009ufoSIAQ,222489056005,0054J000004vXOiQAM,0014J00000VvT5JQAV,012Pv0000021hzSIAQ,a1G4J0000025y01UAA,Activated,Activated,2024-05-15,2026-05-14,AST,AST,,,4.0,935,2 at 10 to expire at 12,,,,,,006Nz0000081C7dIAE,222489056005
800Nz000009ug9HIAQ,418605002006,0054J000004vXOnQAM,0014J00000VvUgnQAF,012Pv0000021hzSIAQ,a1G4J0000025z1VUAQ,Activated,Activated,2024-05-29,2025-05-28,AST,AST,,,4.0,1269.23,2 at 4 to expire at 6,,,,,,006Nz000008XRTQIA4,418605002006
800Nz000009uqbRIAQ,222580007002,0054J000004vXOiQAM,0018d00000C62dFAAR,012Pv0000021hzSIAQ,a1G4J0000025yMgUAI,Activated,Activated,2024-03-25,2025-03-24,AST,AST,,,6.0,1240,2 at 4 to expire at 6,,,,,,006Nz0000061JOnIAM,222580007002
800Nz000009yl5fIAA,222520048005,0054J000004vXOiQAM,0018d00000V8ZbdAAF,012Pv0000021hzSIAQ,a1G4J0000025yHWUAY,Activated,Activated,2024-05-22,2025-05-21,AST,AST,,,4.0,1075,2 at 10 to expire at 12,,,,,,006Nz000008kOcMIAU,222520048005
800Nz000009zyDPIAY,217371016006,0054J000004vXOiQAM,0018d00000aFbc2AAC,012Pv0000021hzSIAQ,a1G4J0000025yK6UAI,Activated,Activated,2024-05-23,2025-05-22,AST,AST,,,4.0,740,2 at 4 to expire at 6,,,,,,006Nz000008K2AwIAK,217371016006
800Nz00000A4Zj3IAF,222579141002,0054J000004vXOiQAM,0018d00000TNgntAAD,012Pv0000021hzSIAQ,a1G4J0000025zCbUAI,Activated,Activated,2024-05-08,2025-05-07,AST,AST,,,4.0,1310,2 at 10 to expire at 12,,,,,,006Nz000007jSymIAE,222579141002
800Nz00000A4aopIAB,222630028004,0054J000004vXOnQAM,0014J00000VvUVoQAN,012Pv0000021hzSIAQ,a1G4J0000025z7mUAA,Activated,Activated,2024-05-20,2026-05-19,AST,AST,,,4.0,975,2 at 10 to expire at 12,,,,,,006Nz000008Bqi5IAC,222630028004
800Nz000009zyIIIAY,222683094002,0054J000004vXOiQAM,0018d00000TNW93AAH,012Pv0000021hzSIAQ,a1G8d0000004XfwEAE,Activated,Activated,2024-05-19,2025-05-18,AST,AST,,,4.0,1310,2 at 4 to expire at 6,,"Tenant Break Clause (House Purchase or Work Relocation)
In order to end the tenancy early you may serve on us written notice at any time where you have purchased a house or are relocating due to work. The tenancy will come to an end on the date referred to in your notice, which must be at least two months from the date of service of the notice. Your notice must be accompanied by documentary evidence demonstrating to our satisfaction (acting reasonably) that the house purchase or work relocation necessitates the termination.",,,,006Nz000008yfIFIAY,222683094002
800Nz00000A1adFIAR,222664035002,0054J000004vXOnQAM,0018d00000aEhMtAAK,012Pv0000021hzSIAQ,a1G4J000004jutrUAA,Activated,Activated,2024-05-12,2025-05-11,AST,AST,,,6.0,1910,2 at 10 to expire at 12,,,,,,006Nz000007sTuCIAU,222664035002
800Nz00000A1mBOIAZ,418564026002,0054J000004vXOnQAM,0014J00000Wf5uBQAR,012Pv0000021hzSIAQ,a1G4J0000025zY0UAI,Activated,Activated,2024-05-07,2025-05-06,AST,AST,,,4.0,1385,2 at 10 to expire at 12,,,,,,006Nz000008IiSbIAK,418564026002
800Nz00000A1pvlIAB,418574033001,0054J000004vXOnQAM,0018d00000V72DSAAZ,012Pv0000021hzSIAQ,a1G4J0000025zmMUAQ,Activated,Activated,2024-05-05,2025-05-04,AST,AST,,,4.0,2400,2 at 4 to expire at 6,,,,,,006Nz000007kKAzIAM,418574033001
800Nz00000A1rvuIAB,222683088002,0054J000004vXOiQAM,0018d0000096BGCAA2,012Pv0000021hzSIAQ,a1G8d0000004XfvEAE,Activated,Activated,2024-05-31,2026-05-30,AST,AST,,,4.0,920,2 at 10 to expire at 12,,,,,,006Nz000008bwQGIAY,222683088002
800Nz00000A1tftIAB,222677075003,0054J000004vXOnQAM,0018d00000V6xPaAAJ,012Pv0000021hzSIAQ,a1G8d0000004DIsEAM,Activated,Activated,2024-05-05,2025-05-04,AST,AST,,,6.0,1290,No Break,,,,,,006Nz000007jx4mIAA,222677075003
800Nz00000A1v9rIAB,222630004003,0054J000004vXOnQAM,0018d0000087sBSAAY,012Pv0000021hzSIAQ,a1G4J0000025zFcUAI,Activated,Activated,2024-05-10,2025-05-09,AST,AST,,,4.0,1045,2 at 10 to expire at 12,,,,,,006Nz000008W9I7IAK,222630004003
800Nz00000A1xLKIAZ,222643081002,0054J000004vXOnQAM,0018d00000aFs9yAAC,012Pv0000021hzSIAQ,a1G4J0000025yMzUAI,Activated,Activated,2024-05-25,2026-05-24,AST,AST,,,4.0,1995,2 at 10 to expire at 12,,,,,,006Nz000008tpjdIAA,222643081002
800Nz00000A1yW1IAJ,222659020003,0054J000004vXOnQAM,0018d00000aEZ4OAAW,012Pv0000021hzSIAQ,a1G4J0000025xwBUAQ,Activated,Activated,2024-05-18,2025-05-17,AST,AST,,,4.0,1400,2 at 4 to expire at 6,,,,,,006Nz000008tt8yIAA,222659020003
800Nz00000A1zLTIAZ,222487011002,0054J000004vXOiQAM,0014J00000VvT37QAF,012Pv0000021hzSIAQ,a1G4J0000025xzzUAA,Activated,Activated,2024-05-13,2026-05-12,AST,AST,,,4.0,570,2 at 4 to expire at 6,,,,,,006Nz000008VmqAIAS,222487011002
800Nz00000A21DsIAJ,222630161006,0054J000004vXOnQAM,0014J00000VvUKVQA3,012Pv0000021hzSIAQ,a1G4J0000025zIJUAY,Activated,Activated,2024-05-29,2025-05-28,AST,AST,,,4.0,1010,No Break,,,,,,006Nz000008XRTTIA4,222630161006
800Nz00000A21ruIAB,222676034001,0054J000004vXOnQAM,0018d000002v48GAAQ,012Pv0000021hzSIAQ,a1G8d0000004DC6EAM,Activated,Activated,2024-05-28,2025-05-27,AST,AST,,,4.0,1305,Renewal 2 month,,,,,,006Nz000008UrAdIAK,222676034001
800Nz00000A23qWIAR,222630179003,0054J000004vXOnQAM,0018d00000TLt0KAAT,012Pv0000021hzSIAQ,a1G4J0000025zFzUAI,Activated,Activated,2024-05-11,2025-05-10,AST,AST,,,4.0,835,No Break,,,,,,006Nz000008kBFIIA2,222630179003
800Nz00000A26jVIAR,222676071003,0054J000004vXOnQAM,0018d0000095h7OAAQ,012Pv0000021hzSIAQ,a1G8d0000004DHVEA2,Activated,Activated,2024-05-27,2025-05-26,AST,AST,,,4.0,1150,2 at 10 to expire at 12,,,,,,006Nz000008VviBIAS,222676071003
800Nz00000A27RJIAZ,222659114003,0054J000004vXOnQAM,0014J00000XvnS5QAJ,012Pv0000021hzSIAQ,a1G4J0000025yOhUAI,Activated,Activated,2024-05-05,2025-05-04,AST,AST,,,6.0,1525,2 at 10 to expire at 12,,,,,,006Nz000007eu13IAA,222659114003
800Nz00000A5PrJIAV,222650053002,0054J000004vXOiQAM,0018d000006Y5zNAAS,012Pv0000021hzSIAQ,a1G4J0000025xzxUAA,Activated,Activated,2024-05-02,2025-05-01,AST,AST,,,6.0,1255,2 at 4 to expire at 6,,,,,,006Nz000007UJalIAG,222650053002
800Nz00000A2C5uIAF,317678016008,0054J000004vXOnQAM,0018d000006YommAAC,012Pv0000021hzSIAQ,a1G4J0000025ydZUAQ,Activated,Activated,2024-04-01,2025-03-31,AST,AST,,,6.0,2151.92,2 at 4 to expire at 6,,"Change Of Sharer Clause 

1. Mavetjiua Haimbodi shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Ka Wing Giovanna Chan shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Ka Wing Giovanna Chan shall reimburse Mavetjiua Haimbodi the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Ka Wing Giovanna Chan shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 1st January 2016.",,,,006Nz000006Ds3QIAS,317678016008
800Nz00000A2E17IAF,222685001001,0054J000004vXOiQAM,0018d000006WDjvAAG,012Pv0000021hzSIAQ,a1G8d0000004XYUEA2,Activated,Activated,2024-04-29,2025-04-28,Licence,Parking Licence,,,6.0,0,Check Contract,,,,,,006Nz000007L7llIAC,222685001001
800Nz00000A2ExPIAV,222630188004,0054J000004vXOnQAM,0018d0000097moUAAQ,012Pv0000021hzSIAQ,a1G4J0000025zA9UAI,Activated,Activated,2024-04-13,2024-09-12,AST,AST,,,4.0,1100,No Break,,"Change Of Sharer Clause 

1. Lisa Canclini shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
2. Lisa Canclini shall reimburse Matthew Smith the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
3. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
4. Lisa Canclini shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 13th September 2022.",,,,006Nz0000091znSIAQ,222630188004
800Nz00000A2YeGIAV,900002084003,0054J000004vXOnQAM,0018d000006YiWBAA0,012Pv0000021hzSIAQ,a1G4J00000260OTUAY,Activated,Activated,2024-05-01,2025-04-30,AST,AST,,,6.0,2120,2 at 4 to expire at 6,,,,,,006Nz000007kDG0IAM,900002084003
800Nz00000A2z9kIAB,222752130001,0054J000004vXOnQAM,001Nz0000045kT2IAI,012Pv0000021hzSIAQ,a1GNz0000000z3VMAQ,Activated,Activated,2024-06-01,2025-01-31,AST,AST,,,4.0,1180,2 at 4 to expire at 6,,,,,,006Nz000008cqclIAA,222752130001
800Nz00000A4VQyIAN,122587013006,0054J000004vXOiQAM,0018d00000TNRT8AAP,012Pv0000021hzSIAQ,a1G4J0000025wz6UAA,Activated,Activated,2024-04-08,2025-04-07,AST,AST,,,6.0,920,2 at 4 to expire at 6,,,,,,006Nz000006Vyj7IAC,122587013006
800Nz00000A4lyjIAB,222521047005,0054J000004vXOiQAM,0014J00000WsFQLQA3,012Pv0000021hzSIAQ,a1G4J0000025xqLUAQ,Activated,Activated,2024-05-14,2025-05-13,AST,AST,,,4.0,855,2 at 10 to expire at 12,,,,,,006Nz000008IMyOIAW,222521047005
800Nz00000A4mI8IAJ,222578079004,0054J000004vXOiQAM,0018d00000V6lYRAAZ,012Pv0000021hzSIAQ,a1G4J0000025ytxUAA,Activated,Activated,2024-05-02,2025-05-01,AST,AST,,,6.0,1055,2 at 4 to expire at 6,,,,,,006Nz000007UJaoIAG,222578079004
800Nz00000A4n9IIAR,222583084004,0054J000004vXOiQAM,0014J00000VvTrnQAF,012Pv0000021hzSIAQ,a1G4J0000025xI8UAI,Activated,Activated,2024-04-24,2025-04-23,Licence,Parking Licence,,,4.0,0,Check Contract,,,,,,006Nz000007AQC4IAO,222583084004
