pms_reference__c,accountid,break_clause__c,recordtypeid,unit__c,startdate,_enddate,status,agreement_type__c,description,_unit_rn,opportunity__c,ownerid,document_type__c,memorandum_of_agreement_date__c,tenancy_end_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c
222686057005,001Nz00000B1PZXIA3,No Break,012Pv0000027hGnIAI,a1G8d0000004c7EEAQ,2024-06-11,,Draft,AST,AST,1,006Nz00000AksR8IAJ,0054J000004vXOqQAM,AST,,2025-06-10,,4.0,1075,,,,,
222686058003,001Nz000004t8p6IAA,2 at 6 to expire at 8,012Pv0000027hGnIAI,a1G8d0000004c7qEAA,2023-12-28,,Draft,AST,AST,1,006Nz000004fPpoIAE,0058d0000034SvqAAE,AST,,2025-06-27,,4.0,1300,,,,,
222686061001,0018d00000G1PrDAAV,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G8d0000004c85EAA,2022-09-23,,Draft,AST,AST,1,0068d000009evLHAAY,0058d000006d5m0AAA,AST,,2024-09-22,,6.0,1350,,,,,
222686062003,0018d00000TLfNzAAL,No Break,012Pv0000027hGnIAI,a1G8d0000004c8AEAQ,2023-05-10,,Draft,AST,AST,1,0068d00000Crc2BAAR,0058d0000034SvqAAE,AST,,2024-09-29,,4.0,1125,,,,,
222686065005,001Nz00000CE1i9IAD,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004c0REAQ,2024-06-10,,Draft,AST,AST,1,006Nz00000CBoYsIAL,0054J000005JWtDQAW,AST,,2025-06-09,,4.0,1300,,,,,
222686068001,0018d00000G2ddQAAR,No Break,012Pv0000027hGnIAI,a1G8d0000004c8PEAQ,2022-10-04,,Draft,AST,AST,1,0068d000009faaOAAQ,0058d000006d5m0AAA,AST,,2024-10-03,,6.0,1295,,,,,
222686072002,001Nz000001qxzYIAQ,No Break,012Pv0000027hGnIAI,a1G8d0000004c8jEAA,2023-09-16,,Draft,AST,AST,1,006Nz000001aVZQIA2,0058d0000020feeAAA,AST,,2024-09-15,,6.0,1355,,,,,
222686074002,001Nz000002WDFbIAO,2 at 6 to expire at 8,012Pv0000027hGnIAI,a1G8d0000004c7XEAQ,2023-11-04,,Draft,AST,AST,1,006Nz000002OhFcIAK,0058d0000020feeAAA,AST,,2024-11-03,,6.0,1075,,,,,
222686075002,001Nz000002mbgtIAA,No Break,012Pv0000027hGnIAI,a1G8d0000004c8tEAA,2023-10-07,,Draft,AST,AST,1,006Nz000002byFNIAY,0058d0000020feeAAA,AST,,2024-10-06,,6.0,1360,,,,,
222686076002,001Nz000001vDzHIAU,No Break,012Pv0000027hGnIAI,a1G8d0000004c4xEAA,2023-09-26,,Draft,AST,AST,1,006Nz000001pCejIAE,0058d0000020feeAAA,AST,,2024-09-25,,6.0,1060,,,,,
222686078002,001Nz000000gcosIAA,No Break,012Pv0000027hGnIAI,a1G8d0000004c93EAA,2023-08-01,,Draft,AST,AST,1,006Nz000000Ypg1IAC,0058d000004EqA5AAK,AST,,2024-07-31,,6.0,1035,,,,,
222686079002,0018d00000FzyzqAAB,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004c98EAA,2023-09-30,,Draft,AST,AST,1,006Nz000001h3mrIAA,0058d000004EqA5AAK,AST,,2024-09-29,,6.0,1035,,,,,
222686081003,001Nz0000023JJVIA2,No Break,012Pv0000027hGnIAI,a1G8d0000004c9IEAQ,2023-09-20,,Draft,AST,AST,1,006Nz0000020Ou6IAE,0058d0000020feeAAA,AST,,2024-09-19,,6.0,1365,,,,,
222686082002,001Nz000001bgseIAA,No Break,012Pv0000027hGnIAI,a1G8d0000004c9NEAQ,2023-09-07,,Draft,AST,AST,1,006Nz000001YEMXIA4,0058d000004EqA5AAK,AST,,2024-09-06,,6.0,1375,,,,,
222686083002,001Nz000001zbjdIAA,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004c9SEAQ,2023-09-19,,Draft,AST,AST,1,006Nz000001ZPasIAG,0058d0000020feeAAA,AST,,2024-09-18,,6.0,1375,,,,,
222686084001,0018d00000FzduXAAR,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G8d0000004c9XEAQ,2022-09-10,,Draft,AST,AST,1,0068d000009CpcIAAS,0058d000006d5m0AAA,AST,,2024-09-09,,6.0,1255,,,,,
222686085001,001Nz000008eDgOIAU,2 at 6 to expire at 8,012Pv0000027hGnIAI,a1G8d0000004c9cEAA,2022-09-05,,Draft,AST,AST,1,0068d000009DsSNAA0,0054J000004vXP2QAM,AST,,2024-08-31,,4.0,1255,,"Change Of Sharer Clause 

1. Ewa Anna Sobczak shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Sanaz Hajiaghazadeh will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Sanaz Hajiaghazadeh shall reimburse Ewa Anna Sobczak the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Sanaz Hajiaghazadehshall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy from.",,,
222686138002,001Nz000004TH83IAG,Check Contract,012Pv0000027hGnIAI,a1G8d0000004c2WEAQ,2023-05-04,,Draft,Non-Housing (Company),Comp-Let,1,0068d00000Ct3M9AAJ,,,,,,,,,,,,
222686089002,001Nz000002H5VGIA0,No Break,012Pv0000027hGnIAI,a1G8d0000004c9rEAA,2023-10-13,,Draft,AST,AST,1,006Nz0000030YcfIAE,0058d0000020feeAAA,AST,,2024-10-12,,6.0,1390,,,,,
222686091002,001Nz000002FCkWIAW,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004cA1EAI,2023-09-14,,Draft,AST,AST,1,006Nz0000020NOUIA2,0058d0000020feeAAA,AST,,2024-09-13,,6.0,1410,,,,,
222686094001,0018d00000Fzg9qAAB,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G8d0000004c8GEAQ,2022-09-16,,Draft,AST,AST,1,0068d000009EIw1AAG,0058d000006d5m0AAA,AST,,,,6.0,1270,,"For apartments 88 to 94 Gilders Yard, the landlord  requires access to the terraces twice a year to carry out maintenance (such as window cleaning). 48 hours notice will be given to the tenant prior to entry.",,,
222686096001,0018d00000IJtbcAAD,No Break,012Pv0000027hGnIAI,a1G8d0000004cAGEAY,2022-10-14,,Draft,AST,AST,1,0068d000009Cw00AAC,0058d000006d5m0AAA,AST,,2024-10-13,,6.0,1000,,,,,
222686098003,001Nz00000A7BdhIAF,No Break,012Pv0000027hGnIAI,a1G8d0000004cALEAY,2024-04-19,,Draft,AST,AST,1,006Nz00000AGVlHIAX,0054J000005JWtDQAW,AST,,2025-04-25,,4.0,1100,,,,,
222686099004,001Nz000008zYraIAE,No Break,012Pv0000027hGnIAI,a1G8d0000004c6PEAQ,2024-03-14,,Draft,AST,AST,1,006Nz000008kIevIAE,0058d0000020feeAAA,AST,,2024-09-13,,4.0,1295,,,,,
222686100003,001Nz00000CQqtiIAD,No Break,012Pv0000027hGnIAI,a1G8d0000004c5HEAQ,2022-10-28,,Draft,AST,AST,1,0068d000009gy6PAAQ,0054J000004vXP2QAM,AST,,2024-10-27,,4.0,1305,,"Change Of Sharer Clause 

1. Sarika Gangam shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Jasmin Franchesca Sharp will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Jasmin Franchesca Sharp shall reimburse Sarika Gangam the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Jasmin Franchesca Sharp shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy.",,,
222686101002,001Nz000001PW5mIAG,No Break,012Pv0000027hGnIAI,a1G8d0000004cAQEAY,2023-08-15,2024-08-14,Draft,AST,AST,1,006Nz000001GpilIAC,0058d000004EqA5AAK,AST,,2024-08-14,,6.0,1390,,,,,
222686106002,001Nz000002fCNRIA2,No Break,012Pv0000027hGnIAI,a1G8d0000004cAfEAI,2023-10-13,,Draft,AST,AST,1,006Nz000001Z9RHIA0,0058d0000020feeAAA,AST,,2024-10-12,,6.0,1005,,,,,
222686107004,001Nz000008gj7RIAQ,No Break,012Pv0000027hGnIAI,a1G8d0000004c81EAA,2024-03-02,,Draft,AST,AST,1,006Nz000008KZbOIAW,0054J000005JWtDQAW,AST,,2024-09-01,,4.0,1295,,,,,
222686108002,001Nz000004PIkDIAW,No Break,012Pv0000027hGnIAI,a1G8d0000004c78EAA,2023-11-24,,Draft,AST,AST,1,006Nz000004K2GJIA0,0058d0000034SvqAAE,AST,,2025-03-23,,4.0,1350,,,,,
222686111001,0018d00000G2H3nAAF,No Break,012Pv0000027hGnIAI,a1G8d0000004cAuEAI,2022-10-17,,Draft,AST,AST,1,0068d000009fapiAAA,0058d000006d5m0AAA,AST,,2024-10-16,,6.0,1275,,,,,
222686119002,0018d00000G2Gg0AAF,2 at 8 to expire at 10,012Pv0000027hGnIAI,a1G8d0000004cBJEAY,2023-09-20,,Draft,AST,AST,1,006Nz0000023vzxIAA,0058d0000020feeAAA,AST,,2024-09-19,,6.0,1395,,,,,
222686126003,001Nz000002ASTKIA4,No Break,012Pv0000027hGnIAI,a1G8d0000004cBdEAI,2023-09-23,,Draft,AST,AST,1,006Nz0000026ryAIAQ,0058d0000020feeAAA,AST,,2024-09-22,,6.0,1365,,,,,
222686127002,0018d00000RHUZxAAP,No Break,012Pv0000027hGnIAI,a1G8d0000004cBAEAY,2023-07-31,,Draft,AST,AST,1,0068d00000Cu35JAAR,0058d000004EqA5AAK,AST,,2024-07-30,,6.0,1350,,,,,
222686130003,001Nz0000033TtPIAU,No Break,012Pv0000027hGnIAI,a1G8d0000004cBsEAI,2023-10-31,,Draft,AST,AST,1,006Nz000002xeQHIAY,0058d0000020feeAAA,AST,,2024-10-30,,6.0,1335,,,,,
222749136001,001Nz00000BjqNVIAZ,No Break,012Pv0000027hGnIAI,a1GNz0000000cwZMAQ,2024-06-22,,Draft,Occupation Contract,Occ Con,1,006Nz00000BEqA5IAL,0054J000004vXOqQAM,Occupation Contract,,2025-06-21,,4.0,1190,,,,,
222749140001,001Nz00000BopPEIAZ,No Break,012Pv0000027hGnIAI,a1GNz0000000aBbMAI,2024-08-30,,Draft,Occupation Contract,Occ Con,1,006Nz00000BWoudIAD,0054J000004vXOqQAM,Occupation Contract,,2025-08-29,,4.0,1120,,,,,
222686103003,001Nz000001VzZhIAK,Check Contract,012Pv0000027hGnIAI,a1G8d0000004cAVEAY,2023-07-21,,Draft,Non-Housing (Company),Comp-Let,1,006Nz000000wrIVIAY,,,,,,,,,,,,
105838001001,0018d00000ILWjBAAX,Check Contract,012Pv0000027hGnIAI,a1G8d0000004dxZEAQ,2022-02-01,,Draft,,FREEHOLD,1,0068d000003saDwAAI,,,,,,,,,,,,
222686109001,001Nz000000ta2sIAA,No Break,012Pv0000027hGnIAI,a1G8d0000004cAkEAI,2022-10-11,,Draft,AST,AST,1,0068d000009FU8VAAW,0054J000004vXP2QAM,AST,,2024-10-10,,6.0,1260,,"Change Of Sharer Clause 

1. Nur Liyana binti Nasir shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Alphonsine Larissa Mbozo’o will become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Alphonsine Larissa Mbozo’o shall reimburse Nur Liyana binti Nasir the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Alphonsine Larissa Mbozo’o shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy",,,
222686110002,001Nz00000A3afZIAR,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004cApEAI,2024-04-12,,Draft,AST,AST,1,006Nz0000093qcrIAA,0054J000005JWtDQAW,AST,,2025-04-11,,4.0,1300,,,,,
222686112003,001Nz000005QQP3IAO,No Break,012Pv0000027hGnIAI,a1G8d0000004cAzEAI,2023-12-13,2024-06-12,Draft,AST,AST,1,006Nz000005EEedIAG,0058d0000020feeAAA,AST,,2024-06-12,,6.0,1325,,,,,
222686118002,001Nz000002GbdcIAC,No Break,012Pv0000027hGnIAI,a1G8d0000004c6FEAQ,2023-09-20,,Draft,AST,AST,1,006Nz000001g1f3IAA,0058d0000020feeAAA,AST,,2024-09-19,,6.0,1395,,,,,
222686120001,0018d00000G0qXvAAJ,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004c1PEAQ,2022-09-22,,Draft,AST,AST,1,0068d000009EUfIAAW,0054J000004vXP2QAM,AST,,2024-10-02,,6.0,1255,,,,,
222686121003,0018d00000Wu99cAAB,No Break,012Pv0000027hGnIAI,a1G8d0000004c6GEAQ,2023-06-12,,Draft,AST,AST,1,0068d00000CtRlfAAF,0058d0000034SvqAAE,AST,,2025-06-11,,4.0,1375,,,,,
222686125003,001Nz000008vNwCIAU,No Break,012Pv0000027hGnIAI,a1G8d0000004cBYEAY,2024-03-08,,Draft,AST,AST,1,006Nz000008gONvIAM,0054J000005JWtDQAW,AST,,2025-03-12,,4.0,1300,,,,,
222686128003,001Nz000008rAXiIAM,No Break,012Pv0000027hGnIAI,a1G8d0000004cBiEAI,2024-03-07,,Draft,AST,AST,1,006Nz000008Z2AVIA0,0054J000004vXOqQAM,AST,,2025-03-06,,4.0,1300,,,,,
222686129002,001Nz0000086Xj5IAE,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004cBnEAI,2024-04-01,,Draft,AST,AST,1,006Nz000007tRgLIAU,0054J000005JWtDQAW,AST,,2025-03-31,,4.0,1300,,,,,
222686134001,0018d00000G0NjnAAF,2 at 10 to expire at 12,012Pv0000027hGnIAI,a1G8d0000004c5lEAA,2022-09-27,,Draft,AST,AST,1,0068d000009F038AAC,0058d000006d5m0AAA,AST,,2024-09-26,,6.0,1325,,,,,
222686135003,0018d00000G0NjTAAV,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004c6HEAQ,2023-10-04,,Draft,AST,AST,1,006Nz000001lJY7IAM,0058d000004EqA5AAK,AST,,2024-10-03,,6.0,1415,,,,,
222686139002,001Nz000001B0FTIA0,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004c2gEAA,2023-08-30,,Draft,AST,AST,1,006Nz000001BSTXIA4,0058d000004EqA5AAK,AST,,2024-08-29,,6.0,1365,,,,,
222686140001,0018d00000FzfveAAB,No Break,012Pv0000027hGnIAI,a1G8d0000004c2qEAA,2022-09-08,,Draft,AST,AST,1,0068d000009EJhrAAG,0058d000006d5m0AAA,AST,,2024-09-07,,6.0,1275,,,,,
222686141001,0018d00000G0NHhAAN,No Break,012Pv0000027hGnIAI,a1G8d0000004c2vEAA,2022-10-03,,Draft,AST,AST,1,0068d000009gH6mAAE,0058d000006d5m0AAA,AST,,2024-09-29,,6.0,0,,,,,
222686142002,0018d00000aFgmCAAS,No Break,012Pv0000027hGnIAI,a1G8d0000004c35EAA,2023-07-14,,Draft,AST,AST,1,0068d00000F5kwVAAR,0058d000004EqA5AAK,AST,,2024-07-13,,6.0,1360,,,,,
222686143002,001Nz0000016kkLIAQ,No Break,012Pv0000027hGnIAI,a1G8d0000004c3FEAQ,2023-08-14,,Draft,AST,AST,1,006Nz0000013T3MIAU,0058d000004EqA5AAK,AST,,2024-08-13,,6.0,1340,,,,,
222687003004,001Nz000001j6v9IAA,No Break,012Pv0000027hGnIAI,a1G8d0000004c0VEAQ,2023-08-31,,Draft,AST,AST,1,006Nz000001ZPZHIA4,0058d000004EqA5AAK,AST,,2024-08-30,,6.0,1500,,,,,
222687005005,001Nz00000B4niAIAR,No Break,012Pv0000027hGnIAI,a1G8d0000004c0fEAA,2024-06-01,,Draft,AST,AST,1,006Nz00000AifBNIAZ,0054J000005JWtDQAW,AST,,2025-01-31,,4.0,1275,,,,,
222687006004,0018d00000WwmwdAAB,No Break,012Pv0000027hGnIAI,a1G8d0000004c0kEAA,2023-05-05,,Draft,AST,AST,1,0068d00000F4xOnAAJ,0058d0000034SvqAAE,AST,,2024-09-04,,6.0,1465,,,,,
222687007001,001Nz0000027U9vIAE,No Break,012Pv0000027hGnIAI,a1G8d0000004c0pEAA,2022-09-22,,Draft,AST,AST,1,0068d000009E48tAAC,0058d000006d5m0AAA,AST,,2024-09-22,,6.0,1355,,,,,
222687009002,0018d00000LKdSwAAL,No Break,012Pv0000027hGnIAI,a1G8d0000004c0zEAA,2022-12-09,,Draft,AST,AST,1,0068d000009iAaXAAU,0054J000004vXP2QAM,AST,,2024-12-08,,6.0,1490,,,,,
222687011002,0018d00000WvqcsAAB,No Break,012Pv0000027hGnIAI,a1G8d0000004c19EAA,2023-06-26,,Draft,AST,AST,1,0068d00000Cu6laAAB,0058d000004EqA5AAK,AST,,2024-07-25,,6.0,1495,,,,,
222687013003,001Nz000006dDbSIAU,No Break,012Pv0000027hGnIAI,a1G8d0000004c1OEAQ,2024-01-20,,Draft,AST,AST,1,006Nz000006TXWcIAO,0058d0000020feeAAA,AST,,2024-07-19,,6.0,1405,,,,,
222687014002,001Nz000002stftIAA,No Break,012Pv0000027hGnIAI,a1G8d0000004c1YEAQ,2023-10-11,,Draft,AST,AST,1,006Nz000002jJ2BIAU,0058d0000020feeAAA,AST,,2024-10-10,,6.0,1450,,,,,
222687015002,0018d00000G2dnVAAR,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004c1dEAA,2022-10-15,,Draft,AST,AST,1,0068d000009ffgMAAQ,0058d000006d5m0AAA,AST,,2024-10-14,,6.0,1540,,,,,
222689010002,001Nz000000gcosIAA,No Break,012Pv0000027hGnIAI,a1G8d0000004c0lEAA,2023-10-30,,Draft,Licence,Licence,1,006Nz000001f5XqIAI,0058d000004EqA5AAK,Parking Licence,,2024-10-29,2024-07-31,6.0,0,,,,,
222692001003,0018d00000B3b90AAB,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004qi8EAA,2022-06-30,,Draft,AST,AST,1,0068d000007cB2RAAU,0058d0000034SvqAAE,AST,,2025-06-29,,4.0,1150,,,,,
222692002003,001Nz0000030QVTIA2,No Break,012Pv0000027hGnIAI,a1G8d0000004qiDEAQ,2023-10-16,,Draft,AST,AST,1,006Nz000002waejIAA,0058d0000020feeAAA,AST,,2024-10-15,,6.0,1125,,,,,
222692005001,0018d0000095kw4AAA,No Break,012Pv0000027hGnIAI,a1G8d0000004qicEAA,2022-05-30,,Draft,AST,AST,1,0068d000005w1ybAAA,0058d000006d5m0AAA,,,2025-05-29,,4.0,1125,,,,,
222692006002,001Nz000000x6W3IAI,No Break,012Pv0000027hGnIAI,a1G8d0000004qaeEAA,2023-07-14,,Draft,AST,AST,1,006Nz000000sWyzIAE,0058d0000020feeAAA,AST,,2024-07-13,,6.0,1475,,,,,
222692007002,001Nz0000033WBNIA2,No Break,012Pv0000027hGnIAI,a1G8d0000004qjBEAQ,2023-10-18,,Draft,AST,AST,1,006Nz000002xnGVIAY,0058d0000020feeAAA,AST,,2024-10-17,,6.0,1585,,,,,
222692009002,001Nz000001Ddr3IAC,2 at 4 to expire at 6,012Pv0000027hGnIAI,a1G8d0000004qjfEAA,2022-09-15,,Draft,AST,AST,1,0068d000009emqeAAA,0058d000006d5m0AAA,AST,,2024-07-14,,6.0,1150,,,,,
222692011001,0018d0000095mIOAAY,Renewal 2 month,012Pv0000027hGnIAI,a1G8d0000004qkOEAQ,2022-05-18,,Draft,AST,AST,1,0068d000005wwgBAAQ,0058d0000034SvqAAE,AST,,2025-05-17,,4.0,1475,,,,,
222692012002,001Nz0000012KJpIAM,No Break,012Pv0000027hGnIAI,a1G8d0000004qkiEAA,2023-07-24,,Draft,AST,AST,1,006Nz000000xcqtIAA,0058d0000020feeAAA,AST,,2024-07-23,,6.0,1595,,,,,
222692016001,0018d00000C6kAYAAZ,No Break,012Pv0000027hGnIAI,a1G8d0000004qm5EAA,2022-07-22,,Draft,AST,AST,1,0068d000008Hu4DAAS,0058d000006d5m0AAA,AST,,2024-07-21,,6.0,1600,,,,,
222693001001,001Nz00000Bi5ybIAB,No Break,012Pv0000027hGnIAI,a1G8d0000004qf4EAA,2024-06-03,,Draft,AST,AST,1,006Nz00000BHCHmIAP,0058d0000020feeAAA,AST,,2025-06-02,,4.0,1189,,,,,
222693002001,001Nz00000BntQ9IAJ,No Break,012Pv0000027hGnIAI,a1G8d0000004qfJEAQ,2024-06-03,,Draft,AST,AST,1,006Nz00000B7oLDIAZ,0058d0000020feeAAA,AST,,2025-06-02,,4.0,913,,,,,
222693003001,001Nz00000BeXrnIAF,No Break,012Pv0000027hGnIAI,a1G8d0000004qfdEAA,2024-06-10,,Draft,AST,AST,1,006Nz00000B7dO8IAJ,0054J000004vXOqQAM,AST,,2025-06-09,,4.0,1189,,,,,
127707001001,0018d00000Ej1NgAAJ,Check Contract,012Pv0000027hGnIAI,a1G8d00000059oKEAQ,2022-07-22,,Draft,AST (Affordable),Aff Rent,1,0068d000008ezJaAAI,,,,,,,,,,,,
127704001001,0018d00000G2Z0DAAV,Check Contract,012Pv0000027hGnIAI,a1G8d00000059ojEAA,2022-10-01,,Draft,AST (Affordable),Aff Rent,1,0068d000009fj4QAAQ,,,,,,,,,,,,
127708001001,0018d00000FzcJlAAJ,Check Contract,012Pv0000027hGnIAI,a1G8d00000059ooEAA,2022-09-02,,Draft,AST (Affordable),Aff Rent,1,0068d000009EUkrAAG,,,,,,,,,,,,
127710001001,0018d00000B3ZcBAAV,Check Contract,012Pv0000027hGnIAI,a1G8d00000059otEAA,2022-06-24,2028-06-23,Draft,AST (Affordable),Aff Rent,1,0068d000007cATqAAM,,,,,,,,,,,,
127709001001,0018d00000B3ZN0AAN,Check Contract,012Pv0000027hGnIAI,a1G8d00000059oyEAA,2022-06-22,,Draft,AST (Affordable),Aff Rent,1,0068d000007cAQhAAM,,,,,,,,,,,,
127712001001,0018d00000JllrCAAR,Check Contract,012Pv0000027hGnIAI,a1G8d0000005Gh8EAE,2022-11-10,,Draft,,Sh Owner,1,0068d000009iCsLAAU,,,,,,,,,,,,
127713001001,0018d00000LM8huAAD,Check Contract,012Pv0000027hGnIAI,a1G8d0000005GhDEAU,2022-11-07,,Draft,,Sh Owner,1,0068d000009iUbDAAU,,,,,,,,,,,,
127715001001,0018d00000JjBvPAAV,Check Contract,012Pv0000027hGnIAI,a1G8d0000005GhNEAU,2022-10-07,,Draft,,Sh Owner,1,0068d000009h3EuAAI,,,,,,,,,,,,
127717001001,0014J00000VvRytQAF,Check Contract,012Pv0000027hGnIAI,a1G8d0000005YzaEAE,2022-08-05,,Draft,,Sh Owner,1,0068d000008fLgOAAU,,,,,,,,,,,,
127728001001,0018d00000G0fMmAAJ,Check Contract,012Pv0000027hGnIAI,a1G8d0000005i2EEAQ,2022-09-12,,Draft,AST (Affordable),Aff Rent,1,0068d000009FTpOAAW,,,,,,,,,,,,
222693004001,001Nz00000BP9WSIA1,No Break,012Pv0000027hGnIAI,a1G8d0000004qeWEAQ,2024-06-17,,Draft,AST,DMR-AST,1,006Nz00000B8Z0xIAF,0058d0000020feeAAA,AST,,2025-06-16,,4.0,913,,,,,
222693005001,001Nz000003JSuwIAG,No Break,012Pv0000027hGnIAI,a1G8d0000004qgCEAQ,2024-06-13,,Draft,AST,DMR-AST,1,006Nz00000B6C3OIAV,0058d0000020feeAAA,AST,,2025-06-12,,4.0,1189,,,,,
222693006001,001Nz00000BeahaIAB,No Break,012Pv0000027hGnIAI,a1G8d0000004qgWEAQ,2024-06-10,,Draft,AST,AST,1,006Nz00000B64xGIAR,0058d0000020feeAAA,AST,,2025-06-09,,4.0,1189,,,,,
222693011001,001Nz00000BeXWpIAN,No Break,012Pv0000027hGnIAI,a1G8d0000004qa0EAA,2024-05-24,,Draft,AST,DMR-AST,1,006Nz00000BGyhuIAD,0054J000004vXOqQAM,AST,,2025-05-23,,4.0,1189,,,,,
222693012001,001Nz000007ZttdIAC,No Break,012Pv0000027hGnIAI,a1G8d0000004qkJEAQ,2024-02-29,,Draft,AST,AST,1,006Nz000007N1QnIAK,0058d0000020feeAAA,AST,,2025-02-28,,6.0,1190,,,,,
222693016001,001Nz000008ylc9IAA,No Break,012Pv0000027hGnIAI,a1G8d0000004qlbEAA,2024-03-29,,Draft,AST,AST,1,006Nz000007JHM9IAO,0058d0000020feeAAA,AST,,2024-09-28,,4.0,1235,,,,,
222693017001,001Nz00000BojziIAB,No Break,012Pv0000027hGnIAI,a1G8d0000004qm0EAA,2024-06-07,,Draft,AST,AST,1,006Nz00000BXXgPIAX,0058d0000020feeAAA,AST,,2025-06-06,,4.0,913,,,,,
222693019001,001Nz00000A7kwPIAR,No Break,012Pv0000027hGnIAI,a1G8d0000004qmGEAQ,2024-04-22,,Draft,AST,AST,1,006Nz000009orAPIAY,0058d0000020feeAAA,AST,,2025-04-21,,4.0,1570,,,,,
222693020001,001Nz00000BfNiLIAV,No Break,012Pv0000027hGnIAI,a1G8d0000004qmoEAA,2024-05-29,,Draft,AST,AST,1,006Nz000009J95fIAC,0058d0000020feeAAA,AST,,2025-05-28,,4.0,1550,,,,,
222693022002,001Nz00000CfTFKIA3,No Break,012Pv0000027hGnIAI,a1G8d0000004qnIEAQ,2024-06-24,,Draft,AST,AST,1,006Nz00000BM23OIAT,0058d0000020feeAAA,AST,,2025-06-23,,4.0,1290,,,,,
222693023001,001Nz0000089kruIAA,2 at 6 to expire at 8,012Pv0000027hGnIAI,a1G8d0000004qnXEAQ,2024-03-04,,Draft,AST,AST,1,006Nz000007wXxFIAU,0058d0000020feeAAA,AST,,2025-03-03,,6.0,1250,,Requires break clause due to work visa-wishes to stay long term,,,
222693025001,001Nz000008I8NXIA0,No Break,012Pv0000027hGnIAI,a1G8d0000004qo1EAA,2024-03-14,,Draft,AST,AST,1,006Nz00000829p0IAA,0058d0000020feeAAA,AST,,2025-03-13,,4.0,1610,,,,,
222694001002,001Nz000000varZIAQ,No Break,012Pv0000027hGnIAI,a1G8d0000004qZzEAI,2023-07-07,,Draft,AST,AST,1,006Nz000000nCuTIAU,0058d0000020feeAAA,AST,,2024-07-06,,6.0,1510,,,,,
