#,"Score, 🔽",Name,Package,Developer Name,Folder,Format,Description
,,,,,,,
1567,,Spectrum Parking Available Spaces,,Spectrum_Parking_Available_Spaces,Spectrum Reports,Summary,Available parking spaces at Spectrum
1568,,Unqualified Leads,,Unqualified_Leads23,Spectrum Reports,Summary,All unqualified leads for Spectrum
1569,,Leads - This Year,,Leads_This_Year18,Spectrum Reports,Summary,All leads for the current year at Spectrum
1570,,HDs - This Year,,HDs_This_Year17,Spectrum Reports,Summary,All HDs taken for the current year for Spectrum. D...
1571,,Spectrum - Move Ins This FY,,Spectrum_Move_Ins_This_FY,Spectrum Reports,Summary,Uplift calculated for New Lets moving into Spectru...
1572,,Open Opportunities,,Open_Opportunities7,Pin Yard Reports,Summary,All open opportunities for Pin Yard
1573,,Offers - This Month,,Offers_This_Month15,Pin Yard Reports,Summary,All offers sent in the current month for Pin Yard....
1574,,HDs - This Month,,HDs_This_Month16,Pin Yard Reports,Summary,All HDs taken for the current month for Pin Yard. ...
1575,,Pin Yard Parking Available Space,,Pin_Yard_Parking_Available_Space,Pin Yard Reports,Summary,Available parking spaces at Pin Yard
1576,,HDs - This Week,,HDs_This_Week7,Pin Yard Reports,Summary,All HDs taken for the current week for Pin Yard Do...
1577,,Viewings - Booked This Month,,Viewings_Booked_This_Month8,Pin Yard Reports,Summary,All viewings booked in the current month for Pin Y...
1578,,Unqualified Leads,,Unqualified_Leads15,Pin Yard Reports,Summary,All unqualified leads for Pin Yard
1579,,Pin Yard - Due Tenancies,,Pin_Yard_Due_Tenancies,Pin Yard Reports,Summary,All tenancies for this year that are due to end fo...
1580,,Viewings attended launch week,,Viewings_attended_launch_week,Pin Yard Reports,Summary,Viewings attended at Pin Yard
1581,,Viewings Attended - This Month,,Viewings_Attended_This_Month2,Pin Yard Reports,Summary,Viewings attended at Pin Yard
1582,,Pin Yard - Move Ins this FY,,Pin_Yard_Move_Ins_this_FY,Pin Yard Reports,Summary,Uplift calculated for New Lets moving into Pin Yar...
1583,,North East Available Units,,Yorkshire_Stable_Available_Units,Yorkshire,Summary,All available units in Stabilised Yorkshire
1584,,North East - Void Units,,Yorkshire_Stable_Void_Units,Yorkshire,Summary,All void units in Stabilised Yorkshire Assets
1585,,Yorkshire - FVs for this Month,,Yorkshire_FVs_for_this_Month,Yorkshire,Summary,Future Vacants for the remainder of this month for...
1586,,North East - Last Week,,Yorkshire_Leads_Last_Week,Yorkshire,Summary,All leads for the previous week for Yorkshire Asse...
1587,,Yorkshire Offers - Last Week,,Yorkshire_Offers_Last_Week,Yorkshire,Summary,All offers sent in the previous week for Yorkshire...
1588,,Yorkshire HDs - Last Week,,Yorkshire_HDs_Last_Week,Yorkshire,Summary,All HDs taken for the previous week for Yorkshire ...
1589,,Yorkshire Viewings - Completed Last Week,,Yorkshire_Viewings_Completed_Last_Week,Yorkshire,Summary,All completed viewings across Yorkshire in the las...
1590,,North East - Unit Tracker,,Yorkshire_Unit_Tracker,Yorkshire,Summary,All units at for Yorkshire
1591,,North East - Voids Not Reserved,,Yorkshire_Stable_Voids_Not_Reserved,Yorkshire,Summary,All void units not reserved in Yorkshire Stabilise...
1592,,Yorkshire - Due Tenancies,,Yorkshire_Due_Tenancies,Yorkshire,Summary,All tenancies for this year that are due to end fo...
1593,,Yorkshire - FVs upcoming,,Yorkshire_FVs_upcoming,Yorkshire,Summary,Future Vacants for Yorkshire Assets
1594,,North East Team Calls,,Yorkshire_Team_Call,Yorkshire,Summary,Current and Last month grouped by week
1595,,North East Team Viewings,,Yorkshire_Team_Viewings,Yorkshire,Summary,Viewings attended for the current and previous mon...
1596,,North East Team HDs,,Yorkshire_Team_HDs,Yorkshire,Summary,Current and previous month deals grouped by week
1597,,Yorkshire Agents - Available Units,,Yorkshire_Agents_Available_Units,Yorkshire,Summary,All void units in Leeds managed by agents
1598,,Leeds BTR - Available Units,,Leeds_BTR_Available_Units,Yorkshire,Summary,Available BTR units in Leeds
1599,,Leeds Agents - Void Units Not Reserved,,Leeds_Agents_Void_Units_Not_Reserved,Yorkshire,Summary,All void units Leeds Agents that have not been res...
1600,,Leeds Agents - FV Units Not Reserved,,Leeds_Agents_FV_Units_Not_Reserved,Yorkshire,Summary,All FV units in Leeds Agents
1601,,Leeds PRS- Available Units,,Leeds_PRS_Available_Units,Yorkshire,Summary,Available PRS units in Leeds
1602,,Leeds PRS - FV Units Not Reserved,,Leeds_PRS_FV_Units_Not_Reserved,Yorkshire,Summary,All FV units in Leeds PRS
1603,,Leeds BTR - FV Units Not Reserved,,Leeds_BTR_FV_Units_Not_Rese,Yorkshire,Summary,All FV units in Leeds BTR
1604,,Leeds BTR - Void Units Not Reserved,,Leeds_BTR_Void_Units_Not_Reserved,Yorkshire,Summary,All void units Leeds BTR that have not been reserv...
1605,,Leeds PRS- Void Units Not Reserved,,Leeds_PRS_Void_Units_Not_Reserved,Yorkshire,Summary,All void units Leeds PRS that have not been reserv...
1606,,Opportunity Audit,,Opportunity_Audit,Yorkshire,Summary,"Lead Source, Industry, Employment Type, Reason for..."
1607,,Leeds - Unavailable Units,,Leeds_Unavailable_Units,Yorkshire,Summary,All unavailable units in Leeds
1608,,North Star - Move Ins this FY,,North_Star_Move_Ins_this_FY,Yorkshire,Summary,Uplift calculated for New Lets moving into North S...
1609,,Yorkshire Leads - Last FY,,Yorkshire_Leads_Last_FY,Yorkshire,Summary,All leads for the previous FY for Yorkshire Assets
1610,,Yorkshire Viewings - Completed Last FY,,Yorkshire_Viewings_Completed_Last_FY,Yorkshire,Summary,All completed viewings across Yorkshire in the las...
1611,,North Lettings - Viewings Attended,,North_Lettings_Team_Viewings,Yorkshire,Summary,Viewings attended for the current and previous mon...
1612,,Last FY North - Viewings Attend,,Last_FY_North_Viewings_Attend,Yorkshire,Summary,Viewings attended for the current and previous mon...
1613,,The Forge - Unit Tracker,,The_Forge_Unit_Tracker,The Forge Reports,Summary,All units at The Forge
1614,,The Forge - Void Units Not Reserved,,The_Forge_Void_Units_Not_Reserved,The Forge Reports,Summary,All void units at The Forge that have not been res...
1615,,The Forge - Available Units,,The_Forge_Available_Units,The Forge Reports,Summary,All available units at The Forge
1616,,The Forge - Void Units,,The_Forge_Void_Units,The Forge Reports,Summary,All void units at The Forge
1617,,The Forge - FVs with Let Pending,,The_Forge_FVs_with_Let_Pending,The Forge Reports,Summary,Future Vacants for The Forge that have a let pendi...
1618,,The Forge - FVs for this Month,,The_Forge_FVs_for_this_Month,The Forge Reports,Summary,Future Vacants for the remainder of this month for...
1619,,The Forge - Occupancy,,The_Forge_Occupancy,The Forge Reports,Summary,Occupancy at The Forge
1620,,The Forge- Unavailable Units,,The_Forge_Unavailable_Units,The Forge Reports,Summary,All unavailable units at The Forge
1621,,Tribe - Leads - This Year,,Leads_This_Year12,The Forge Reports,Summary,All leads for the current year at The Forge
1622,,Unqualified Leads,,Unqualified_Leads16,The Forge Reports,Summary,All unqualified leads for The Forge
1623,,Open Opportunities,,Open_Opportunities8,The Forge Reports,Summary,All open opportunities for The Forge
1624,,HDs - This Year,,HDs_This_Year9,The Forge Reports,Summary,All HDs taken for the current year for The Forge. ...
1625,,HDs - This Month,,HDs_This_Month17,The Forge Reports,Summary,All HDs taken for the current month for The Forge....
1626,,Forge - Leads - This Year,,Forge_Leads_This_Year,The Forge Reports,Summary,All leads for the current year at The Forge
1627,,Forge - Total Lets Pending,,Forge_Total_Lets_Pending,The Forge Reports,Summary,All lets pending for Forge
1628,,The Forge - Move Ins this FY,,The_Forge_Move_Ins_this_FY,The Forge Reports,Summary,Uplift calculated for The Forge this financial yea...
1629,,Wellesley- Void Units Not Res,,Wellesley_Void_Units_Not_Res,Wellesley,Summary,All void units at Wellesley that have not been res...
1630,,Wesley deals in referencing,,Wesley_deals_in_referencing,Wellesley,Summary,All deals in the various status' of referencing
1631,,Wellesley viewings today,,Wellesley_viewings_today,Wellesley,Summary,Wellesley viewings today
1632,,Berewood new let 2bd House rent,,Berewood_new_let_2bd_House_and_FOG_rent,Berewood,Summary,2 bed house and fog rents at Berewood
1633,,Berewood new let 3 bd House rent,,Berewood_new_let_3_bd_House_rent,Berewood,Summary,3 bed house rent at Berewood
1634,,Berewood renewal 4 bed House rent,,Berewood_renewal_4_bed_House_rent,Berewood,Summary,4 bed house renewal rent at Berewood
1635,,Berewood new let 4 bd House rent,,Berewood_new_let_4_bd_House_rent,Berewood,Summary,4 bed house rent at Berewood
1636,,Berewood renewal 3 bed House rent,,Berewood_renewal_3_bed_House_rent,Berewood,Summary,3 bed house renewal rent at Berewood
1637,,Berewood renewal 2 bed House rent,,Berewood_renewal_2_bed_House_rent,Berewood,Summary,2 bed house renewal rent berewood
1638,,Berewood renewal 2 bed flat and fog rent,,Berewood_renewal_2_bed_flat_and_fog_rent,Berewood,Summary,Berewood renewal 2 bed flat and fog rent
1639,,H&G Parking Available Spaces,,H_G_Parking_Available_Spaces,Hawkins & George,Summary,Available parking spaces at Hawkins and George
1640,,Hawkins and George - Move Ins this FY,,Hawkins_and_George_Move_Ins_this_FY,Hawkins & George,Summary,Uplift calculated for Hawkins and George this fina...
1641,,Abbeville - Occupancy,,Abbeville_Occupancy,Abbeville,Summary,Occupancy at Abbeville
1642,,Leads - Nurture and Waitlist,,Leads_Nurture_and_Waitlist_Abbeville,Abbeville,Summary,All leads currently listed as Nurture and Waitlist...
1643,,Abbeville viewings today,,Abbeville_viewings_today,Abbeville,Summary,Abbeville viewings today
1644,,London BTR - Available Units,,London_BTR_Available_Units1,BTR South,Summary,"All available units at Millet Place, Argo, Abbevil..."
1645,,Southern BTR - V and FV,,Southern_BTR_V_and_FV,BTR South,Summary,"All units with void or FV status, either on market..."
1646,,Void Date Southern BTR - V and FV,,Void_Date_Southern_BTR_V_and_FV,BTR South,Tabular,"All units with void or FV status, either on market..."
1647,,BTR South on market for growth check,,BTR_South_on_market_for_growth_check,BTR South,Tabular,All units in BTR South on market showing market re...
1648,,Enigma Viewings Booked All Time,,Enigma_Viewings_Booked_All_Time,BTR South,Summary,All viewings booked for Enigma Square
1649,,Poppy Available Units,,Poppy_Available_Units,BTR South,Summary,All available units at Poppy Apartments
1650,,Agent deals Leah,,Agent_deals_Leah,BTR South,Summary,"Move ins for this and last FYs, grouped by Agents ..."
1651,,CSA - Viewings booked - HY,,CSA_Viewings_booked_HY,Jon Pitt folder,Summary,All viewings booked in HY
1652,,The Condor - Churn Dates,,The_Condor_Churn_Dates,Jon Pitt folder,Summary,Churn forecast for The Condor
1653,,The Mint - Churn Dates,,The_Mint_Churn_Dates,Jon Pitt folder,Summary,Churn forecast for The Mint
1654,,Weavers Yard - Churn Dates,,Weavers_Yard_Churn_Dates,Jon Pitt folder,Summary,Churn forecast for Weavers Yard
1655,,The Barnum - Churn Dates,,The_Barnum_Churn_Dates,Jon Pitt folder,Summary,Churn forecast for The Barnum
1656,,Nautilus - Churn Dates,,Nautilus_Churn_Dates,Jon Pitt folder,Summary,Churn forecast for Nautilus
1657,,The Tilt Works - Churn Dates,,The_Tilt_Works_Churn_Dates,Jon Pitt folder,Summary,Churn forecast for The Tilt Works
1658,,Non lease up leads,,Non_lease_up_leads,Jon Pitt folder,Summary,All leads with filters excluding lease up sites
1659,,Axis End of Tenancies in Progress,,Axis_End_of_Tenancies_in_Progress,Jon Pitt folder,Summary,Shows all active EOT in progress stacked by Works ...
1660,,Future Vacants before end March 2024,,Future_Vacants_before_end_March_2024,Jon Pitt folder,Summary,All future vacants. Grouped by Month and Portfolio
1661,,HDs event,,HDs_event,Launch Report Folder,Summary,All HDs taken for the current week for Pin Yard Do...
1662,,Argo - Unit Tracker,,Argo_Unit_Tracker2,Argo Reports,Summary,All units at Argo Apartments
1663,,Argo - Available Units,,Argo_Available_Units,Argo Reports,Summary,All available units at Argo Apartments
1664,,Argo - Occupancy,,Argo_Occupancy1,Argo Reports,Summary,Occupancy at Argo
1665,,Argo - Void Units Not Reserved,,Argo_Void_Units_Not_Reserved,Argo Reports,Summary,All void units at Argo that have not been reserved
1666,,Argo - FVs All Upcoming,,Argo_FVs_All_Upcoming1,Argo Reports,Summary,Future Vacants for Argo
1667,,Argo- FVs with Let Pending,,Argo_FVs_with_Let_Pending,Argo Reports,Summary,Future Vacants for Argo that have a let pending
1668,,Argo - FVs for this Month,,Argo_FVs_for_this_Month,Argo Reports,Summary,Future Vacants for the remainder of this month for...
1669,,Argo - Total Lets Pending,,Argo_Total_Lets_Pending,Argo Reports,Summary,All lets pending for Argo
1670,,Argo - Total Lets Pending,,Argo_Total_Lets_Pending1,Argo Reports,Summary,All lets pending for Argo
1671,,Argo - Unavailable Units,,Argo_Unavailable_Units,Argo Reports,Summary,All unavailable units at Argo
1672,,Argo - Available Units,,Argo_Available_Units1,Argo Reports,Summary,All available units at Argo
1673,,Argo Unqualified Leads,,Argo_Unqualified_Leads,Argo Reports,Summary,All unqualified leads for Argo
1674,,Argo Open Opportunities,,Argo_Open_Opportunities,Argo Reports,Summary,All open opportunities for Argo
1675,,Argo Leads - This Year,,Argo_Leads_This_Year,Argo Reports,Summary,All leads for the current year at Argo
1676,,Argo HDs - This Year,,Argo_HDs_This_Year,Argo Reports,Summary,All HDs taken for the current year at Argo. Does n...
1677,,Argo leads last 60 days,,Argo_leads_last_6_0days,Argo Reports,Summary,argo leads in the last 60 days
1678,,CSA - Yearly Viewings Book,,CSA_Yearly_Viewings_Book,JP CSA Management,Summary,All viewings booked in this current month by CSAs
1679,,CSA Offers - This Year,,CSA_Offers_This_Year,JP CSA Management,Summary,All offers sent in the current year by CSAs. Does ...
1680,,CSAs HDs - This Year,,CSAs_HDs_This_Year,JP CSA Management,Summary,All HDs taken for the current year for CSAs. Does ...
1681,,CSA - Handled Leads,,CSA_Handled_Leads,JP CSA Management,Summary,Leads owned CSAs
1682,,Nurture and Waitlist Leads,,Nurture_and_Waitlist_Leads1,JP CSA Management,Summary,All nurture and waitlist leads
1683,,Unqualified Leads,,Unqualified_Leads17,JP CSA Management,Summary,All unqualified leads for Sites
1684,,Unallocated Leads - National,,Unallocated_Leads_National,JP CSA Management,Summary,All unallocated leads for all sites - from website...
1685,,Move ins due this week,,Move_ins_due_this_week,JP CSA Management,Summary,All move ins due this week
1686,,Move ins due next week,,Move_ins_due_next_week,JP CSA Management,Summary,All move ins due next week
1687,,Move ins due next month,,Move_ins_due_next_month,JP CSA Management,Summary,All move ins due next month
1688,,Move ins due this month,,Move_ins_due_this_month2,JP CSA Management,Summary,All move ins due this month
1689,,Move ins due this month BY ESTATE,,Move_ins_due_this_month_BY_ESTATE,JP CSA Management,Summary,All move ins due this month
1690,,Move ins due this week BY ESTATE,,Move_ins_due_this_week_BY_ESTATE,JP CSA Management,Summary,All move ins due this week
1691,,Move ins due next week BY ESTATE,,Move_ins_due_next_week_BY_ESTATE,JP CSA Management,Summary,All move ins due next week
1692,,Move ins due next month BY ESTATE,,Move_ins_due_next_month_BY_ESTATE,JP CSA Management,Summary,All move ins due next month
1693,,CSA Offers - HY,,CSA_Offers_HY,JP CSA Management,Summary,All offers in the current year by CSAs
1694,,CSA - Handled Leads HY22,,CSA_Handled_Leads_HY22,JP CSA Management,Summary,Leads owned CSAs HY22
1695,,Unqualified Leads - CSA South,,Unqualified_Leads_CSA_South1,Lettings Coordinator Reports - South,Summary,All unqualified leads for Northern Sites
1696,,IndigoBlu - Unit Tracker,,IndigoBlu_Unit_Tracker1,IndigoBlu Reports,Summary,All units at IndigoBlu
1697,,IndigoBlu - Available Units,,IndigoBlu_Available_Units1,IndigoBlu Reports,Summary,All available units at IndigoBlu
1698,,IndigoBlu - Occupancy,,IndigoBlu_Occupancy,IndigoBlu Reports,Summary,Occupancy at IndigoBlu
1699,,IndigoBlu - Void Units,,IndigoBlu_Void_Units,IndigoBlu Reports,Summary,All void units at IndigoBlu
1700,,IndigoBlu - Total Lets Pending,,IndigoBlu_Total_Lets_Pending,IndigoBlu Reports,Summary,All lets pending for IndigoBlu
1701,,IndigoBlu - Void Units Not Reserved,,IndigoBlu_Void_Units_Not_Reserved,IndigoBlu Reports,Summary,All void units at IndigoBlu
1702,,IndigoBlu - Unavailable Units,,IndigoBlu_Unavailable_Units,IndigoBlu Reports,Summary,All unavailable units at IndigoBlu
1703,,Unqualified Leads,,Copy_of_Unqualified_Leads,IndigoBlu Reports,Summary,All unqualified leads for Indigoblu
1704,,Open Opportunities,,Open_Opportunities10,IndigoBlu Reports,Summary,All open opportunities for Indigoblu
1705,,Indigoblu - Due Tenancies,,Indigoblu_Due_Tenancies,IndigoBlu Reports,Summary,All tenancies for this year that are due to end fo...
1706,,Leads - This Year,,Leads_This_Year13,IndigoBlu Reports,Summary,All leads for the current year at Indigoblu
1707,,HDs - This Year,,HDs_This_Year12,IndigoBlu Reports,Summary,All HDs taken for the current year for Indigoblu. ...
1708,,Indigoblu- Move Ins this FY,,Indigoblu_Move_Ins_this_FY,IndigoBlu Reports,Summary,Uplift calculated for New Lets moving into Indigob...
1709,,Indigoblu - Renewals This Year,,Indigoblu_Renewals_This_Year,IndigoBlu Reports,Summary,"All Renewals for the current year for Indigoblu, i..."
1710,,Move ins due next month MIRANDA ROWE,,Move_ins_due_next_month_MIRANDA_ROWE,Miranda Rowe Move In Reports,Summary,All move ins due next month MIRANDA ROWE
1711,,Move ins due next week Miranda Rowe,,Move_ins_due_next_week_Miranda_Rowe,Miranda Rowe Move In Reports,Summary,All move ins due next week Miranda Rowe
1712,,Move ins due this week Miranda Rowe,,Move_ins_due_this_week_Miranda_Rowe,Miranda Rowe Move In Reports,Summary,All move ins due this week Miranda Rowe
1713,,Move ins due this month Miranda Rowe,,Move_ins_due_this_month_Miranda_Rowe,Miranda Rowe Move In Reports,Summary,All move ins due this month Miranda Rowe
1714,,FVs Miranda Rowe,,FVs_Miranda_Rowe,Miranda Rowe Move In Reports,Summary,Future Vacants for Miranda Rowe
1715,,Move ins due this month Miranda - wishli,,Move_ins_due_this_month_Miranda_wishli,Miranda Rowe Move In Reports,Summary,All move ins due this month Miranda Rowe - WISHLIS...
1716,,Miranda - OTM available,,Miranda_OTM_available,Miranda Rowe Move In Reports,Tabular,Miranda on the market available units
1717,,Move ins due next 4 months MIRANDA,,Move_ins_due_next_4_months_MIRANDA,Miranda Rowe Move In Reports,Summary,All move ins due next 4 months MIRANDA ROWE
1718,,Move ins due this month Edyta,,Move_ins_due_this_month_Edyta,Edyta Move in Reports,Summary,All move ins due this month Edyt
1719,,Move ins due next month Edyta,,Move_ins_due_next_month_Edyta,Edyta Move in Reports,Summary,All move ins due next month Edyta
1720,,Move ins due this week Edyta,,Move_ins_due_this_week_Edyta,Edyta Move in Reports,Summary,All move ins due this week Edyta
1721,,Move ins due next week Edyta,,Move_ins_due_next_week_Edyta,Edyta Move in Reports,Summary,All move ins due next week Edyta
1722,,Move ins due next month Nicolette,,Move_ins_due_next_month_Nicolette,Nicolette Move in Reports,Summary,All move ins due next month Nicolette
1723,,Move ins due next week Nicolette,,Move_ins_due_next_week_Nicolette,Nicolette Move in Reports,Summary,All move ins due next week Nicolette
1724,,Move ins due this week Nicolette,,Move_ins_due_this_week_Nicolette,Nicolette Move in Reports,Summary,All move ins due this week Nicolette
1725,,Move ins due this month NIcolette,,Move_ins_due_this_month_NIcolette,Nicolette Move in Reports,Summary,All move ins due this month Nicolette
1726,,Leads this year - by month,,Leads_this_year_by_month,Management folder - FY stats,Summary,All leads for the current year by month
1727,,Lets agreed YTD,,Lets_agreed_YTD,Management folder - FY stats,Summary,All lets pending
1728,,Available Units - SOUTH,,Available_Units_SOUTH,Management folder - FY stats,Summary,All units listed as available to let in South
1729,,Available Units - Berewood & Wellesley,,Available_Units_Berewood_Wellesley,Management folder - FY stats,Summary,All units listed as available to let
1730,,Available Units - Weavers,,Available_Units_Weavers,Management folder - FY stats,Summary,All units listed as available to let
1731,,Available Units - BTR London,,Available_Units_BTR_London,Management folder - FY stats,Summary,All units listed as available to let
1732,,PRS Regions OTM and FV Units,,PRS_Regions_OTM_and_FV_Units,Management folder - FY stats,Summary,All units listed as On the Market and Future Vacan...
1733,,PRS London OTM and FV Units,,PRS_London_OTM_and_FV_Units,Management folder - FY stats,Summary,All units listed as On the Market and Future Vacan...
1734,,BTR Regions OTM and FV Units,,BTR_Regions_OTM_and_FV_Units,Management folder - FY stats,Summary,All units listed as On the Market and Future Vacan...
1735,,BTR London OTM and FV Units,,BTR_London_OTM_and_FV_Units,Management folder - FY stats,Summary,All units listed as On the Market and Future Vacan...
1736,,BTR London future move ins (31/12),,BTR_London_future_move_ins_31_12,Management folder - FY stats,Summary,CBRE detail
1737,,BTR London OTM Units,,BTR_London_OTM_Units,Management folder - FY stats,Summary,All units listed as On the Market - BTR London
1738,,Ben Taylor Report - PRS South Move-ins,,Ben_Taylor_Report_PRS_South_Move_ins,Management folder - FY stats,Summary,All move-ins grouped by month in PRS South
1739,,Ben Taylor Report - PRS North Move ins,,Ben_Taylor_Report_PRS_North_Move_ins,Management folder - FY stats,Summary,All move-ins grouped by month in PRS North
1740,,All North HD's FY 21/22 - Direct & Agent,,All_North_HD_s_FY_21_22_Direct_Agent,JHyde,Summary,All HDs taken for current FY with split to agent a...
1741,,All Move ins North FY 21/22,,All_North_Move_ins_FY_21_22_Direct,JHyde,Tabular,All move ins for current FY with split to agent an...
1742,,Aster - Void Units,,Aster_Void_Units,Aster Apartments,Summary,All void units at Aster
1743,,Aster - Occupancy,,Aster_Occupancy,Aster Apartments,Summary,Occupancy at Aster Apartments
1744,,Aster - Void Units Not Reserved,,Aster_Void_Units_Not_Reserved,Aster Apartments,Summary,All void units at Aster that have not been reserve...
1745,,Aster - FVs All Upcoming,,Aster_FVs_All_Upcoming,Aster Apartments,Summary,Future Vacants for Aster
1746,,Aster - FVs with Let Pending,,Aster_FVs_with_Let_Pending,Aster Apartments,Summary,Future Vacants for Aster that have a let pending
1747,,Aster - FVs for this Month,,Aster_FVs_for_this_Month,Aster Apartments,Summary,Future Vacants for the remainder of this month for...
1748,,Aster - Total Lets Pending,,Aster_Total_Lets_Pending,Aster Apartments,Summary,All lets pending for Aster
1749,,Aster Apts - FVs All Upcoming,,Aster_Apts_FVs_All_Upcoming,Aster Apartments,Summary,Future Vacants for Aster Apts
1750,,Aster Viewings booked viewings,,Aster_Viewings_booked_viewings,Aster Apartments,Summary,All viewings booked in the previous week for Aster
1751,,Weavers Yard - Unit Tracker,,Weavers_Yard_Unit_Tracker,Weavers Yard,Summary,All units at Weavers Yard
1752,,Weavers Yard - Available Units,,Weavers_Yard_Available_Units,Weavers Yard,Summary,All available units at Weavers Yard
1753,,Weavers Yard - Occupancy,,Weavers_Yard_Occupancy,Weavers Yard,Summary,Occupancy at Weavers Yard
1754,,Weavers Yard - Void Units,,Weavers_Yard_Void_Units,Weavers Yard,Summary,All void units at Weavers Yard
1755,,Weavers Yard HDs - This Year,,Weavers_Yard_HDs_This_Year,Weavers Yard,Summary,All HDs taken for the current year for Weavers Yar...
1756,,Weavers Yard - Void Units Not Re,,Weavers_Yard_Void_Units_Not_Re,Weavers Yard,Summary,All void units at Weavers Yard
1757,,Weavers Yard Open Opportunities,,Weavers_Yard_Open_Opportunities,Weavers Yard,Summary,All open opportunities for Weavers Yard
1758,,Weavers Yard - Available Units,,Weavers_Yard_Available_Units1,Weavers Yard,Summary,All available units at Weavers Yard
1759,,Weavers Yard on the market,,Weavers_Yard_on_the_market,Weavers Yard,Summary,All void units at Weavers Yard
1760,,Weavers Yard leads,,Weavers_Yard_leads,Weavers Yard,Summary,All leads for Weavers Yard
1761,,HDs - Last Month - Southern Port,,HDs_Last_Month_Southern_Port,Neg reports,Summary,All HDs taken for the previous month for Southern ...
1762,,Abbeville - Unit Tracker,,Abbeville_Unit_Tracker1,Abbeville Apartments,Summary,All units at Abbeville Apts
1763,,Abeville - Occupancy,,Abeville_Occupancy,Abbeville Apartments,Summary,Occupancy at Abeville
1764,,Abbeville - Void Units,,Abbeville_Void_Units1,Abbeville Apartments,Summary,All void units at Abbeville
1765,,Abbeville - Void Units Not Reser,,Abbeville_Void_Units_Not_Reser,Abbeville Apartments,Summary,All void units at Abbevillr that have not been res...
1766,,Abbeville - FVs All Upcoming,,Abbeville_FVs_All_Upcoming1,Abbeville Apartments,Summary,Future Vacants for Abbeville
1767,,Abbeville - FVs with Let Pending,,Abbeville_FVs_with_Let_Pending,Abbeville Apartments,Summary,Future Vacants for Abbeville that have a let pendi...
1768,,Abbeville Unqualified Leads,,Abbeville_Unqualified_Leads,Abbeville Apartments,Summary,All unqualified leads for Abbeville
1769,,Abbeville - Available Units,,Abbeville_Available_Units,Abbeville Apartments,Summary,All available units at Abbeville
1770,,Abbeville - Total Lets Pending,,Abbeville_Total_Lets_Pending1,Abbeville Apartments,Summary,All lets pending for Abbeville
1771,,Abbeville Open Opportunities,,Abbeville_Open_Opportunities,Abbeville Apartments,Summary,All open opportunities for Abbeville
1772,,Abbeville - Total Lets Pending,,Abbeville_Total_Lets_Pending,Abbeville Apartments,Summary,All lets pending for Abbeville
1773,,Abbeville - Unavailable Units,,Abbeville_Unavailable_Units,Abbeville Apartments,Summary,All unavailable units at Abbeville
1774,,Abbeville Leads - This Year,,Abbeville_Leads_This_Year,Abbeville Apartments,Summary,All leads for the current year at Abbeville
1775,,Abbeville HDs - This Year,,Abbeville_HDs_This_Year,Abbeville Apartments,Summary,All HDs taken for the current year at Abbeville. D...
1776,,Abbeville Viewings booked last w,,Abbeville_Viewings_booked_last_w,Abbeville Apartments,Summary,All viewings booked in the previous week for Abbev...
1777,,H&G - Unit Tracker,,H_G_Unit_Tracker,H&G,Summary,All units at H&G
1778,,H&G - Occupancy,,H_G_Occupancy1,H&G,Summary,Occupancy at H&G
1779,,H&G - Void Units Not Reserved,,H_G_Void_Units_Not_Reserved,H&G,Summary,All void units at H&G that have not been reserved
1780,,H&G - Total Lets Pending,,H_G_Total_Lets_Pending,H&G,Summary,All lets pending for H&G
1781,,H&G - FVs All Upcoming,,H_G_FVs_All_Upcoming2,H&G,Summary,Future Vacants for H&G
1782,,H&G - FVs with Let Pending,,H_G_FVs_with_Let_Pending,H&G,Summary,Future Vacants for H&G that have a let pending
1783,,H&G - FVs for this Month,,H_G_FVs_for_this_Month,H&G,Summary,Future Vacants for the remainder of this month for...
1784,,H&G - Unavailable Units,,H_G_Unavailable_Units,H&G,Summary,All unavailable units at H&G
1785,,H&G Open Opportunities,,H_G_Open_Opportunities,H&G,Summary,All open opportunities for H&G
1786,,H&G - Available Units,,H_G_Available_Units,H&G,Summary,All available units at H&G
1787,,H&G - Total Lets Pending,,H_G_Total_Lets_Pending1,H&G,Summary,All lets pending for H&G
1788,,H&G Unqualified Leads,,H_G_Unqualified_Leads,H&G,Summary,All unqualified leads for H&G
1789,,H&G Leads - This Year,,H_G_Leads_This_Year,H&G,Summary,All leads for the current year at H&G
1790,,H&G HDs - This Year,,H_G_HDs_This_Year,H&G,Summary,All HDs taken for the current year at H&G. Does no...
1791,,H&G Viewings booked this year,,H_G_Viewings_booked_this_year,H&G,Summary,All viewings booked in the previous week for H&G
1792,,Gatehouse - FVs with Let Pending,,Gatehouse_FVs_with_Let_Pending,H&G,Summary,Future Vacants for Gatehouse that have a let pendi...
1793,,Gatehouse - Unit Tracker,,Gatehouse_Unit_Tracker1,Gatehouse Apartments,Summary,All units at Gatehouse Apartments
1794,,Gatehouse - FVs for this Month,,Gatehouse_FVs_for_this_Month,Gatehouse Apartments,Summary,Future Vacants for the remainder of this month for...
1795,,Gatehouse - Occupancy,,Gatehouse_Occupancy1,Gatehouse Apartments,Summary,Occupancy at Gatehouse
1796,,Gatehouse - Void Units,,Gatehouse_Void_Units1,Gatehouse Apartments,Summary,All void units at Gatehouse
