Reference,Unit__c,Description,StartDate,EndDate,Term_Years,Term_Months,Term_Days,Status,Tenure,Type
222640050,a1G4J0000025ypZUAQ,"Parking L50, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640051,a1G4J0000025ynAUAQ,"Parking L51, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640052,a1G4J0000025yxCUAQ,"Parking L52, Solstice Apts, Silbury Blvd",2024-03-23,2025-03-22,1,0,0,Tenanted,Licence,ParkingSpac
222640053,a1G4J0000025yxaUAA,"Parking L53, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640054,a1G4J0000025yy9UAA,"Parking L54, Solstice Apts, Silbury Blvd",2021-03-23,2022-03-22,1,0,0,Tenanted,Licence,ParkingSpac
222640055,a1G4J0000025yLoUAI,"Parking L55, Solstice Apts, Silbury Blvd",2024-04-22,2025-04-21,1,0,0,Tenanted,Licence,ParkingSpac
222640056,a1G4J0000025z1wUAA,"Parking L56, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640057,a1G4J0000025ypGUAQ,"Parking L57, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640058,a1G4J0000025yUSUAY,"Parking L58, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640059,a1G4J0000025yX0UAI,"Parking L59, Solstice Apts, Silbury Blvd",2021-03-23,2022-03-22,1,0,0,Tenanted,Licence,ParkingSpac
222640060,a1G4J0000025yrvUAA,"Parking L60, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640061,a1G4J0000025ywOUAQ,"Parking L61, Solstice Apts, Silbury Blvd",2023-05-04,2024-05-03,1,0,0,Tenanted,Licence,ParkingSpac
222640062,a1G4J0000025yglUAA,"Parking L62 Solstice Apts, Silbury Blvd",2024-04-25,2026-04-24,2,0,0,Tenanted,Licence,ParkingSpac
222640063,a1G4J0000025y0vUAA,"Parking L63, Solstice Apts, Silbury Blvd",2024-03-01,2025-02-28,1,0,0,Tenanted,Licence,ParkingSpac
222640064,a1G4J0000025yGVUAY,"Parking U1, Solstice Apts, Silbury Blvd",2023-09-01,2024-08-31,1,0,0,Tenanted,Licence,ParkingSpac
222640065,a1G4J0000025ymuUAA,"Parking U2, Solstice Apts, Silbury Blvd",2024-03-08,2024-09-07,0,6,0,Tenanted,Licence,ParkingSpac
222640066,a1G4J0000025yzHUAQ,"Parking U3, Solstice Apts, Silbury Blvd",2024-05-07,2024-09-06,0,4,0,Tenanted,Licence,ParkingSpac
222640067,a1G4J0000025yyjUAA,"Parking U4, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640068,a1G4J0000025yiTUAQ,"Parking U5, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640069,a1G4J0000025yv1UAA,"Parking U6, Solstice Apts, Silbury Blvd",2023-09-10,2024-09-09,1,0,0,Tenanted,Licence,ParkingSpac
222640070,a1G4J0000025xuFUAQ,"Parking U7, Solstice Apts, Silbury Blvd",2024-05-30,2025-05-29,1,0,0,Tenanted,Licence,ParkingSpac
222640071,a1G4J0000025yo3UAA,"Parking U8, Solstice Apts, Silbury Blvd",2024-05-30,2025-05-29,1,0,0,Tenanted,Licence,ParkingSpac
222640072,a1G4J0000025yqMUAQ,"Parking U9, Solstice Apts, Silbury Blvd",2024-02-01,2025-01-31,1,0,0,Tenanted,Licence,ParkingSpac
222640073,a1G4J0000025ytKUAQ,"Parking U10, Solstice Apts, Silbury Blvd",2023-04-12,2024-07-11,1,3,0,Tenanted,Licence,ParkingSpac
222640074,a1G4J0000025yeNUAQ,"Parking U11, Solstice Apts, Silbury Blvd",2023-09-28,2024-09-27,1,0,0,Tenanted,Licence,ParkingSpac
222640075,a1G4J0000025yzCUAQ,"Parking U12, Solstice Apts, Silbury Blvd",2022-02-23,2023-02-22,1,0,0,Tenanted,Licence,ParkingSpac
222640076,a1G4J0000025yxfUAA,"Parking U13, Solstice Apts, Silbury Blvd",2023-07-21,2024-07-20,1,0,0,Tenanted,Licence,ParkingSpac
222640077,a1G4J0000025yraUAA,"Parking U14, Solstice Apts, Silbury Blvd",2024-05-13,2024-11-12,0,6,0,Tenanted,Licence,ParkingSpac
222640078,a1G4J0000025yp6UAA,"Parking U15, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640079,a1G4J0000025yqVUAQ,"Parking U16, Solstice Apts, Silbury Blvd",2024-02-08,2025-02-07,1,0,0,Tenanted,Licence,ParkingSpac
222640080,a1G4J0000025yuJUAQ,"Parking U17, Solstice Apts, Silbury Blvd",2021-03-23,2022-03-22,1,0,0,Tenanted,Licence,ParkingSpac
222640081,a1G4J0000025yM3UAI,"Parking U18, Solstice Apts, Silbury Blvd",2021-07-08,2022-04-01,0,8,25,Tenanted,Licence,ParkingSpac
222640082,a1G4J0000025yx5UAA,"Parking U19, Solstice Apts, Silbury Blvd",2022-07-11,2025-08-10,3,1,0,Tenanted,Licence,ParkingSpac
222640083,a1G4J0000025ysNUAQ,"Parking U20, Solstice Apts, Silbury Blvd",2023-08-04,2024-08-03,1,0,0,Tenanted,Licence,ParkingSpac
222640084,a1G4J0000025yf4UAA,"Parking U21, Solstice Apts, Silbury Blvd",2023-09-29,2024-09-28,1,0,0,Tenanted,Licence,ParkingSpac
222640085,a1G4J0000025yt7UAA,"Parking U22, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640086,a1G4J0000025yvZUAQ,"Parking U23, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640087,a1G4J0000025yqXUAQ,"Parking U24, Solstice Apts, Silbury Blvd",2024-01-31,2024-08-30,0,7,0,Tenanted,Licence,ParkingSpac
222640088,a1G4J0000025yvcUAA,"Parking U25, Solstice Apts, Silbury Blvd",2021-03-23,2022-03-22,1,0,0,Tenanted,Licence,ParkingSpac
222640089,a1G4J0000025yqTUAQ,"Parking U26, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640090,a1G4J0000025ye2UAA,"Parking U27, Solstice Apts, Silbury Blvd",2024-03-10,2025-03-09,1,0,0,Tenanted,Licence,ParkingSpac
222640091,a1G4J0000025yz8UAA,"Parking U28, Solstice Apts, Silbury Blvd",2024-03-27,2025-03-26,1,0,0,Tenanted,Licence,ParkingSpac
222640092,a1G4J0000025yR4UAI,"Parking U29, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640093,a1G4J0000025ywrUAA,"Parking U30, Solstice Apts, Silbury Blvd",2023-10-11,2024-08-10,0,10,0,Tenanted,Licence,ParkingSpac
222640094,a1G4J0000025yvzUAA,"Parking U31, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640095,a1G4J0000025z3TUAQ,"Parking U32, Solstice Apts, Silbury Blvd",2024-02-27,2024-10-26,0,8,0,Tenanted,Licence,ParkingSpac
222640096,a1G4J0000025yx3UAA,"Parking U33, Solstice Apts, Silbury Blvd",2021-01-06,2021-09-30,0,8,25,Tenanted,Licence,ParkingSpac
222640097,a1G4J0000025yxbUAA,"Parking U34, Solstice Apts, Silbury Blvd",2023-11-22,2024-11-21,1,0,0,Tenanted,Licence,ParkingSpac
222640098,a1G4J0000025yzlUAA,"Parking U35, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640099,a1G4J0000025yPMUAY,"Parking U36, Solstice Apts, Silbury Blvd",2024-02-21,2025-02-20,1,0,0,Tenanted,Licence,ParkingSpac
222640100,a1G4J0000025yJyUAI,"Parking U37, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640101,a1G4J0000025yzbUAA,"Parking U38, Solstice Apts, Silbury Blvd",2024-05-03,2025-05-02,1,0,0,Tenanted,Licence,ParkingSpac
222640102,a1G4J0000025yy4UAA,"Parking U39, Solstice Apts, Silbury Blvd",2024-05-17,2025-01-16,0,8,0,Tenanted,Licence,ParkingSpac
222640103,a1G4J0000025yxSUAQ,"Parking U40, Solstice Apts, Silbury Blvd",2024-05-14,2025-05-13,1,0,0,Tenanted,Licence,ParkingSpac
222640104,a1G4J0000025yz9UAA,"Parking U41, Solstice Apts, Silbury Blvd",2024-05-14,2025-05-13,1,0,0,Tenanted,Licence,ParkingSpac
222640105,a1G4J0000025z1NUAQ,"Parking U42, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640106,a1G4J0000025z2BUAQ,"Parking U43, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640107,a1G4J0000025z0tUAA,"Parking U44, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640108,a1G4J0000025yzwUAA,"Parking U45, Solstice Apts, Silbury Blvd",2024-01-31,2024-07-30,0,6,0,Tenanted,Licence,ParkingSpac
222640109,a1G4J0000025yt5UAA,"Parking U46, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640110,a1G4J0000025yq6UAA,"Parking U47, Solstice Apts, Silbury Blvd",2024-06-15,2025-06-14,1,0,0,Tenanted,Licence,ParkingSpac
222640111,a1G4J0000025yLpUAI,"Parking U48, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640112,a1G4J0000025yn5UAA,"Parking U49, Solstice Apts, Silbury Blvd",2024-04-14,2025-04-13,1,0,0,Tenanted,Licence,ParkingSpac
222640113,a1G4J0000025yt1UAA,"Parking U50, Solstice Apts, Silbury Blvd",2023-08-04,2024-08-03,1,0,0,Tenanted,Licence,ParkingSpac
222640114,a1G4J0000025ytpUAA,"Parking U51, Solstice Apts, Silbury Blvd",2023-04-14,2024-04-13,1,0,0,Tenanted,Licence,ParkingSpac
222640115,a1G4J0000025yuzUAA,"Parking U52, Solstice Apts, Silbury Blvd",2023-10-10,2024-10-09,1,0,0,Tenanted,Licence,ParkingSpac
222640116,a1G4J0000025yx4UAA,"Parking U53, Solstice Apts, Silbury Blvd",2023-12-20,2024-12-19,1,0,0,Tenanted,Licence,ParkingSpac
222640117,a1G4J0000025yv2UAA,"Parking U54, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222640118,a1G4J0000025ymKUAQ,"Parking U55, Solstice Apts, Silbury Blvd",2024-02-27,2024-07-26,0,5,0,Tenanted,Licence,ParkingSpac
222640119,a1G4J0000025z1XUAQ,"Parking U56, Solstice Apts, Silbury Blvd",,2023-09-08,0,0,0,For Let,Vacant,ParkingSpac
222640120,a1G4J0000025yxLUAQ,"Parking U57, Solstice Apts, Silbury Blvd",2024-05-21,2025-05-20,1,0,0,Tenanted,Licence,ParkingSpac
222640121,a1G4J0000025yazUAA,"Parking U58, Solstice Apts, Silbury Blvd",2023-08-25,2024-07-24,0,11,0,Tenanted,Licence,ParkingSpac
222640122,a1G4J0000025yjNUAQ,"Parking U59, Solstice Apts, Silbury Blvd",,,0,0,0,For Let,Vacant,ParkingSpac
222641001,a1G4J0000025y5HUAQ,"809, Silbury Boulevard, Milton Keynes, MK9",2021-09-09,2036-07-09,14,10,1,Tenanted,CommLease,Commercial
222641002,a1G4J0000025y35UAA,"811, Silbury Boulevard, Milton Keynes, MK9",2021-09-09,2036-07-09,14,10,1,Tenanted,CommLease,Commercial
222643001,a1G4J0000025yLWUAY,101 Aster Apts 822 Seven Sisters Rd London N1,2023-08-24,2024-08-23,1,0,0,Tenanted,AST,Flat PB
222643002,a1G4J0000025ySIUAY,108 Aster Apts 822 Seven Sisters Rd London N1,2023-08-27,2024-08-26,1,0,0,Tenanted,AST,Flat PB
222643003,a1G4J0000025xw6UAA,201 Aster Apts 822 Seven Sisters Rd London N1,2023-06-24,2024-06-23,1,0,0,Tenanted,Comp-Let,Flat PB
222643004,a1G4J0000025yHCUAY,208 Aster Apts 822 Seven Sisters Rd London N1,2024-01-03,2025-01-02,1,0,0,Tenanted,AST,Flat PB
222643005,a1G4J0000025yW0UAI,301 Aster Apts 822 Seven Sisters Rd London N1,2023-10-20,2024-10-19,1,0,0,Tenanted,AST,Flat PB
222643006,a1G4J0000025yUOUAY,302 Aster Apts 822 Seven Sisters Rd London N1,2024-04-04,2025-10-03,0,18,0,Tenanted,AST,Flat PB
222643007,a1G4J0000025y8OUAQ,308 Aster Apts 822 Seven Sisters Rd London N1,2023-09-06,2025-09-05,2,0,0,Tenanted,AST,Flat PB
222643008,a1G4J0000025yMkUAI,401 Aster Apts 822 Seven Sisters Rd London N1,2023-11-03,2024-11-02,1,0,0,Tenanted,AST,Flat PB
222643009,a1G4J0000025xsYUAQ,402 Aster Apts 822 Seven Sisters Rd London N1,2023-11-02,2024-11-01,1,0,0,Tenanted,AST,Flat PB
222643010,a1G4J0000025xc4UAA,407 Aster Apts 822 Seven Sisters Rd London N1,2023-09-12,2024-09-11,1,0,0,Tenanted,AST,Flat PB
222643011,a1G4J0000025ySFUAY,408 Aster Apts 822 Seven Sisters Rd London N1,2023-09-08,2024-09-07,1,0,0,Tenanted,AST,Flat PB
222643012,a1G4J0000025y9FUAQ,501 Aster Apts 822 Seven Sisters Rd London N1,2023-08-27,2024-08-26,1,0,0,Tenanted,AST,Flat PB
222643013,a1G4J0000025yHMUAY,502 Aster Apts 822 Seven Sisters Rd London N1,2023-11-12,2024-11-11,1,0,0,Tenanted,AST,Flat PB
222643014,a1G4J0000025yEPUAY,507 Aster Apts 822 Seven Sisters Rd London N1,2023-10-06,2024-10-05,1,0,0,Tenanted,AST,Flat PB
222643015,a1G4J0000025yLgUAI,508 Aster Apts 822 Seven Sisters Rd London N1,2023-11-10,2024-11-09,1,0,0,Tenanted,AST,Flat PB
222643016,a1G4J0000025yF1UAI,601 Aster Apts 822 Seven Sisters Rd London N1,2023-08-28,2024-08-27,1,0,0,Tenanted,AST,Flat PB
222643017,a1G4J0000025yLAUAY,602 Aster Apts 822 Seven Sisters Rd London N1,2023-10-28,2024-10-27,1,0,0,Tenanted,AST,Flat PB
222643018,a1G4J0000025yFAUAY,603 Aster Apts 822 Seven Sisters Rd London N1,2024-02-23,2025-02-22,1,0,0,Tenanted,AST,Flat PB
222643019,a1G4J0000025yWlUAI,604 Aster Apts 822 Seven Sisters Rd London N1,2021-12-20,2024-12-19,3,0,0,Tenanted,AST,Flat PB
222643020,a1G4J0000025y45UAA,605 Aster Apts 822 Seven Sisters Rd London N1,2023-08-31,2024-08-30,1,0,0,Tenanted,AST,Flat PB
222643021,a1G4J0000025yQvUAI,606 Aster Apts 822 Seven Sisters Rd London N1,2023-01-20,2025-01-19,0,24,0,Tenanted,AST,Flat PB
222643022,a1G4J0000025ySTUAY,607 Aster Apts 822 Seven Sisters Rd London N1,2023-09-22,2025-09-21,2,0,0,Tenanted,AST,Flat PB
222643023,a1G4J0000025yOVUAY,701 Aster Apts 822 Seven Sisters Rd London N1,2023-09-06,2024-09-05,1,0,0,Tenanted,AST,Flat PB
222643024,a1G4J0000025yOpUAI,702 Aster Apts 822 Seven Sisters Rd London N1,2024-03-11,2025-03-10,1,0,0,Tenanted,AST,Flat PB
222643025,a1G4J0000025yLCUAY,703 Aster Apts 822 Seven Sisters Rd London N1,2024-02-11,2025-02-10,1,0,0,Tenanted,AST,Flat PB
222643026,a1G4J0000025yQAUAY,704 Aster Apts 822 Seven Sisters Rd London N1,2024-02-02,2026-02-01,2,0,0,Tenanted,AST,Flat PB
222643027,a1G4J0000025yN7UAI,705 Aster Apts 822 Seven Sisters Rd London N1,2023-08-20,2025-08-19,2,0,0,Tenanted,AST,Flat PB
222643028,a1G4J0000025y6LUAQ,706 Aster Apts 822 Seven Sisters Rd London N1,2023-12-14,2024-12-13,1,0,0,Tenanted,AST,Flat PB
222643029,a1G4J0000025ySUUAY,707 Aster Apts 822 Seven Sisters Rd London N1,2022-04-20,2025-04-19,3,0,0,Tenanted,AST,Flat PB
222643030,a1G4J0000025xbmUAA,801 Aster Apts 822 Seven Sisters Rd London N1,2023-11-24,2024-11-23,1,0,0,Tenanted,Comp-Let,Flat PB
222643031,a1G4J0000025xcPUAQ,802 Aster Apts 822 Seven Sisters Rd London N1,2023-09-01,2024-08-31,1,0,0,Tenanted,AST,Flat PB
222643032,a1G4J0000025yQEUAY,803 Aster Apts 822 Seven Sisters Rd London N1,2023-05-16,2025-05-15,2,0,0,Tenanted,AST,Flat PB
222643033,a1G4J0000025yF3UAI,804 Aster Apts 822 Seven Sisters Rd London N1,2023-12-09,2024-12-08,1,0,0,Tenanted,AST,Flat PB
222643034,a1G4J0000025yDAUAY,805 Aster Apts 822 Seven Sisters Rd London N1,2024-03-16,2025-03-15,1,0,0,Tenanted,AST,Flat PB
222643035,a1G4J0000025yYBUAY,806 Aster Apts 822 Seven Sisters Rd London N1,2023-07-07,2024-07-06,1,0,0,Tenanted,AST,Flat PB
222643036,a1G4J0000025yC2UAI,901 Aster Apts 822 Seven Sisters Rd London N1,2024-04-26,2025-04-25,1,0,0,Tenanted,AST,Flat PB
222643037,a1G4J0000025yIxUAI,902 Aster Apts 822 Seven Sisters Rd London N1,2024-03-29,2024-09-28,0,6,0,Tenanted,AST,Flat PB
222643038,a1G4J0000025xcQUAQ,903 Aster Apts 822 Seven Sisters Rd London N1,2023-10-20,2025-10-19,0,24,0,Tenanted,AST,Flat PB
222643039,a1G4J0000025yK7UAI,904 Aster Apts 822 Seven Sisters Rd London N1,2023-10-30,2024-06-29,0,8,0,Tenanted,AST,Flat PB
222643040,a1G4J0000025y5qUAA,905 Aster Apts 822 Seven Sisters Rd London N1,2024-01-18,2025-01-17,1,0,0,Tenanted,AST,Flat PB
222643041,a1G4J0000025yAyUAI,906 Aster Apts 822 Seven Sisters Rd London N1,2023-10-28,2024-10-27,1,0,0,Tenanted,AST,Flat PB
222643042,a1G4J0000025ySYUAY,1001 Aster Apts 822 Seven Sisters Rd London N,2024-04-14,2025-04-13,1,0,0,Tenanted,AST,Flat PB
222643043,a1G4J0000025yKXUAY,1002 Aster Apts 822 Seven Sisters Rd London N,2025-03-11,2025-05-10,0,2,0,Tenanted,Licence,Flat PB
222643044,a1G4J0000025yRUUAY,1003 Aster Apts 822 Seven Sisters Rd London N,2022-10-10,2024-10-09,2,0,0,Tenanted,AST,Flat PB
222643045,a1G4J0000025yPyUAI,1004 Aster Apts 822 Seven Sisters Rd London N,2023-11-11,2024-11-10,1,0,0,Tenanted,AST,Flat PB
222643046,a1G4J0000025yV9UAI,1005 Aster Apts 822 Seven Sisters Rd London N,2023-11-27,2024-11-26,1,0,0,Tenanted,AST,Flat PB
222643047,a1G4J0000025yMQUAY,1006 Aster Apts 822 Seven Sisters Rd London N,2023-09-07,2024-09-06,1,0,0,Tenanted,AST,Flat PB
222643048,a1G4J0000025yHgUAI,1101 Aster Apts 822 Seven Sisters Rd London N,,,0,0,0,For Let,Vacant,Flat PB
222643049,a1G4J0000025yNLUAY,1102 Aster Apts 822 Seven Sisters Rd London N,2023-06-30,2024-06-29,1,0,0,Tenanted,AST,Flat PB
222643050,a1G4J0000025xmBUAQ,1103 Aster Apts 822 Seven Sisters Rd London N,2023-09-10,2024-07-09,0,10,0,Tenanted,AST,Flat PB
222643051,a1G4J0000025xKpUAI,1104 Aster Apts 822 Seven Sisters Rd London N,2023-09-27,2024-09-26,1,0,0,Tenanted,Comp-Let,Flat PB
222643052,a1G4J0000025yRCUAY,1105 Aster Apts 822 Seven Sisters Rd London N,2023-08-31,2024-08-30,1,0,0,Tenanted,AST,Flat PB
222643053,a1G4J0000025xvjUAA,1106 Aster Apts 822 Seven Sisters Rd London N,2023-09-15,2024-09-14,1,0,0,Tenanted,AST,Flat PB
222643054,a1G4J0000025yOvUAI,1201 Aster Apts 822 Seven Sisters Rd London N,2023-10-12,2024-10-11,1,0,0,Tenanted,AST,Flat PB
222643055,a1G4J0000025yPQUAY,1202 Aster Apts 822 Seven Sisters Rd London N,2023-08-31,2024-08-30,1,0,0,Tenanted,AST,Flat PB
222643056,a1G4J0000025yFDUAY,1203 Aster Apts 822 Seven Sisters Rd London N,2023-10-14,2024-10-13,1,0,0,Tenanted,AST,Flat PB
222643057,a1G4J0000025yB0UAI,1204 Aster Apts 822 Seven Sisters Rd London N,2024-03-04,2025-03-03,1,0,0,Tenanted,AST,Flat PB
222643058,a1G4J0000025ySsUAI,1205 Aster Apts 822 Seven Sisters Rd London N,2024-03-08,2024-09-07,0,6,0,Tenanted,AST,Flat PB
222643059,a1G4J0000025yDbUAI,1206 Aster Apts 822 Seven Sisters Rd London N,2023-10-03,2024-10-02,1,0,0,Tenanted,AST,Flat PB
222643060,a1G4J0000025yEOUAY,1301 Aster Apts 822 Seven Sisters Rd London N,2023-11-11,2024-11-10,1,0,0,Tenanted,AST,Flat PB
222643061,a1G4J0000025yCXUAY,1302 Aster Apts 822 Seven Sisters Rd London N,2024-05-23,2025-05-22,1,0,0,Tenanted,AST,Flat PB
222643062,a1G4J0000025yLwUAI,1303 Aster Apts 822 Seven Sisters Rd London N,2023-10-06,2024-10-05,1,0,0,Tenanted,AST,Flat PB
222643063,a1G4J0000025y8yUAA,1304 Aster Apts 822 Seven Sisters Rd London N,2024-04-05,2025-04-04,1,0,0,Tenanted,AST,Flat PB
222643064,a1G4J0000025yNTUAY,1305 Aster Apts 822 Seven Sisters Rd London N,2024-03-25,2026-03-24,2,0,0,Tenanted,AST,Flat PB
222643065,a1G4J0000025yCxUAI,1306 Aster Apts 822 Seven Sisters Rd London N,2023-09-17,2024-09-16,1,0,0,Tenanted,AST,Flat PB
222643066,a1G4J0000025y8VUAQ,1401 Aster Apts 822 Seven Sisters Rd London N,2023-08-14,2024-08-13,1,0,0,Tenanted,AST,Flat PB
222643067,a1G4J0000025yQTUAY,1402 Aster Apts 822 Seven Sisters Rd London N,2024-01-04,2026-01-03,2,0,0,Tenanted,AST,Flat PB
222643068,a1G4J0000025yNKUAY,1403 Aster Apts 822 Seven Sisters Rd London N,2024-02-23,2026-02-22,2,0,0,Tenanted,AST,Flat PB
222643069,a1G4J0000025yRtUAI,1404 Aster Apts 822 Seven Sisters Rd London N,2022-11-25,2024-11-24,2,0,0,Tenanted,AST,Flat PB
222643070,a1G4J0000025yEMUAY,1405 Aster Apts 822 Seven Sisters Rd London N,2024-03-28,2026-03-27,2,0,0,Tenanted,AST,Flat PB
222643071,a1G4J0000025yWUUAY,1406 Aster Apts 822 Seven Sisters Rd London N,2023-10-21,2024-10-20,1,0,0,Tenanted,AST,Flat PB
222643072,a1G4J0000025y8zUAA,1501 Aster Apts 822 Seven Sisters Rd London N,2023-12-08,2024-12-07,1,0,0,Tenanted,AST,Flat PB
222643073,a1G4J0000025yRWUAY,1502 Aster Apts 822 Seven Sisters Rd London N,2024-04-01,2026-03-31,2,0,0,Tenanted,AST,Flat PB
222643074,a1G4J0000025yWLUAY,1503 Aster Apts 822 Seven Sisters Rd London N,2022-10-03,2024-10-02,2,0,0,Tenanted,AST,Flat PB
222643075,a1G4J0000025xy2UAA,1504 Aster Apts 822 Seven Sisters Rd London N,2023-12-18,2024-12-17,1,0,0,Tenanted,AST,Flat PB
222643076,a1G4J0000025yLMUAY,1505 Aster Apts 822 Seven Sisters Rd London N,2024-05-05,2025-05-04,1,0,0,Tenanted,AST,Flat PB
222643077,a1G4J0000025yDWUAY,1506 Aster Apts 822 Seven Sisters Rd London N,2023-10-05,2024-10-04,1,0,0,Tenanted,AST,Flat PB
222643078,a1G4J0000025yTbUAI,1601 Aster Apts 822 Seven Sisters Rd London N,2023-09-21,2024-09-20,1,0,0,Tenanted,AST,Flat PB
222643079,a1G4J0000025y1fUAA,1602 Aster Apts 822 Seven Sisters Rd London N,2023-08-04,2025-08-03,2,0,0,Tenanted,AST,Flat PB
222643080,a1G4J0000025yVHUAY,1603 Aster Apts 822 Seven Sisters Rd London N,2023-08-31,2024-08-30,1,0,0,Tenanted,AST,Flat PB
222643081,a1G4J0000025yMzUAI,1604 Aster Apts 822 Seven Sisters Rd London N,2024-05-25,2026-05-24,2,0,0,Tenanted,AST,Flat PB
222643082,a1G4J0000025y5PUAQ,1605 Aster Apts 822 Seven Sisters Rd London N,2024-03-08,2024-09-07,0,6,0,Tenanted,AST,Flat PB
222643083,a1G4J0000025yJ2UAI,1606 Aster Apts 822 Seven Sisters Rd London N,2024-06-02,2027-06-01,3,0,0,Tenanted,AST,Flat PB
222643084,a1G4J0000025yJHUAY,1701 Aster Apts 822 Seven Sisters Rd London N,2023-06-24,2024-06-23,1,0,0,Tenanted,Comp-Let,Flat PB
222643085,a1G4J0000025yVrUAI,1702 Aster Apts 822 Seven Sisters Rd London N,2024-03-08,2024-09-07,0,6,0,Tenanted,AST,Flat PB
222643086,a1G4J0000025xFkUAI,1703 Aster Apts 822 Seven Sisters Rd London N,2025-04-10,2026-04-09,1,0,0,Tenanted,AST,Flat PB
222643087,a1G4J0000025xyGUAQ,1704 Aster Apts 822 Seven Sisters Rd London N,2024-04-07,2026-04-06,2,0,0,Tenanted,AST,Flat PB
222643088,a1G4J0000025yTLUAY,1705 Aster Apts 822 Seven Sisters Rd London N,2023-08-25,2025-08-24,2,0,0,Tenanted,AST,Flat PB
222643089,a1G4J0000025yOcUAI,1706 Aster Apts 822 Seven Sisters Rd London N,2023-09-27,2024-09-26,1,0,0,Tenanted,AST,Flat PB
222643090,a1G4J0000025yVgUAI,1801 Aster Apts 822 Seven Sisters Rd London N,2023-08-14,2024-08-13,1,0,0,Tenanted,AST,Flat PB
222643091,a1G4J0000025yFIUAY,1802 Aster Apts 822 Seven Sisters Rd London N,2023-08-14,2024-08-13,1,0,0,Tenanted,AST,Flat PB
222643092,a1G4J0000025yDLUAY,1803 Aster Apts 822 Seven Sisters Rd London N,2023-01-25,2025-01-24,0,24,0,Tenanted,AST,Flat PB
222643093,a1G4J0000025ySxUAI,1804 Aster Apts 822 Seven Sisters Rd London N,2023-10-15,2024-10-14,1,0,0,Tenanted,AST,Flat PB
222643094,a1G4J0000025yB1UAI,1901 Aster Apts 822 Seven Sisters Rd London N,2022-09-16,2023-09-15,1,0,0,Tenanted,AST,Flat PB
222643095,a1G4J0000025xvqUAA,1902 Aster Apts 822 Seven Sisters Rd London N,2023-08-31,2024-08-30,1,0,0,Tenanted,AST,Flat PB
222643096,a1G4J0000025yInUAI,1903 Aster Apts 822 Seven Sisters Rd London N,2022-11-25,2024-11-24,2,0,0,Tenanted,AST,Flat PB
222643097,a1G4J0000025yPEUAY,1904 Aster Apts 822 Seven Sisters Rd London N,2023-08-06,2024-08-05,1,0,0,Tenanted,AST,Flat PB
222643098,a1G4J0000025yJPUAY,2001 Aster Apts 822 Seven Sisters Rd London N,2023-08-01,2024-07-31,1,0,0,Tenanted,AST,Flat PB
222643099,a1G4J0000025yQxUAI,2002 Aster Apts 822 Seven Sisters Rd London N,2022-10-08,2024-10-07,2,0,0,Tenanted,AST,Flat PB
222643100,a1G4J0000025yRLUAY,2003 Aster Apts 822 Seven Sisters Rd London N,2024-02-28,2025-02-27,1,0,0,Tenanted,AST,Flat PB
222643101,a1G4J0000025ySuUAI,2101 Aster Apts 822 Seven Sisters Rd London N,2024-05-22,2027-05-21,3,0,0,Tenanted,AST,Flat PB
222643102,a1G4J0000025yLhUAI,2102 Aster Apts 822 Seven Sisters Rd London N,2024-03-15,2024-09-14,0,6,0,Tenanted,AST,Flat PB
222643103,a1G4J0000025yCdUAI,2201 Aster Apts 822 Seven Sisters Rd London N,2024-03-22,2025-03-21,1,0,0,Tenanted,AST,Flat PB
