"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"46","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","247","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"47","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","251","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"48","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","252","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"49","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","288","The local variable name 'CalcTemp' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"50","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","290","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"51","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","321","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"52","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","332","Missing ApexDoc comment","Documentation","ApexDoc"
"53","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","332","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"54","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","355","Missing ApexDoc comment","Documentation","ApexDoc"
"55","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","355","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"56","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","395","Missing ApexDoc comment","Documentation","ApexDoc"
"57","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","395","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"58","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","435","Missing ApexDoc comment","Documentation","ApexDoc"
"59","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","435","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"60","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","459","Missing ApexDoc comment","Documentation","ApexDoc"
"61","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","459","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"62","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","483","Missing ApexDoc comment","Documentation","ApexDoc"
"63","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","483","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"64","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","502","Missing ApexDoc comment","Documentation","ApexDoc"
"65","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","502","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"66","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","521","Missing ApexDoc comment","Documentation","ApexDoc"
"67","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","521","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"68","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","524","The local variable name 'PR' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"69","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","541","Missing ApexDoc comment","Documentation","ApexDoc"
"70","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","541","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"71","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","542","The local variable name 'PRList' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"72","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","544","The local variable name 'PR' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"73","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","555","Missing ApexDoc comment","Documentation","ApexDoc"
"74","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","555","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"75","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","556","The local variable name 'PRList' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"76","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","558","The local variable name 'PSItem' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"77","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","560","Avoid operations in loops that may hit governor limits","Performance","OperationWithLimitsInLoop"
"78","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","560","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"79","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","568","The local variable name 'PR' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"80","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","574","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"81","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","587","Missing ApexDoc comment","Documentation","ApexDoc"
"82","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","587","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"83","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","588","The local variable name 'PRList' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"84","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","589","The local variable name 'PR' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"85","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","600","Missing ApexDoc comment","Documentation","ApexDoc"
"86","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","600","The method parameter name 'PS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"87","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","602","The local variable name 'PRList' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"88","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationService.cls","3","603","The local variable name 'PR' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","18","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","28","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","59","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","65","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","96","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","103","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","134","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","156","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","177","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","183","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","204","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","211","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","232","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","237","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"15","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","258","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"16","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","265","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"17","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","286","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"18","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","291","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"19","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","312","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"20","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","318","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"21","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","339","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"22","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","345","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"23","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentCreationServiceTest.cls","3","366","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","11","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","11","The class 'PaymentScheduleEmailUtil' has a Standard Cyclomatic Complexity of 5 (Highest = 10).","Design","StdCyclomaticComplexity"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","11","The class 'PaymentScheduleEmailUtil' has a total cyclomatic complexity of 41 (highest 12).","Design","CyclomaticComplexity"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","19","Missing ApexDoc @description","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","31","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","58","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","62","The method 'constructEmails' has a Standard Cyclomatic Complexity of 10.","Design","StdCyclomaticComplexity"
"8","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","62","The method 'constructEmails(Opportunity, List<StaticResource>)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"9","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","80","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"10","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","84","Avoid operations in loops that may hit governor limits","Performance","OperationWithLimitsInLoop"
"11","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","137","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"12","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","147","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"13","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","168","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"14","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","184","Missing ApexDoc @description","Documentation","ApexDoc"
"15","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","184","Missing ApexDoc @return","Documentation","ApexDoc"
"16","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","186","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"17","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","206","Missing ApexDoc @description","Documentation","ApexDoc"
"18","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","206","Missing ApexDoc @return","Documentation","ApexDoc"
"19","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtil.cls","3","208","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtilTest.cls","3","15","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtilTest.cls","3","25","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtilTest.cls","3","25","Missing ApexDoc @description","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtilWalesTest.cls","3","4","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtilWalesTest.cls","3","14","Apex unit test classes should have at least one System.assert() or assertEquals() or AssertNotEquals() call","Best Practices","ApexUnitTestClassShouldHaveAsserts"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtilWalesTest.cls","3","14","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleEmailUtilWalesTest.cls","3","14","Missing ApexDoc @description","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleVFController.cls","3","11","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleVFController.cls","3","12","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleVFController.cls","3","13","Missing ApexDoc comment","Documentation","ApexDoc"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleVFController.cls","3","14","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleVFController.cls","3","16","Missing ApexDoc comment","Documentation","ApexDoc"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleVFController.cls","3","19","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"7","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleVFController.cls","3","32","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentScheduleVFControllerTest.cls","3","15","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerHandler.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerHandler.cls","3","2","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerHandler.cls","3","10","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerHandler.cls","3","16","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerHandler.cls","3","20","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerService.cls","3","1","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerService.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerService.cls","3","1","The class 'PaymentTriggerService' has a Standard Cyclomatic Complexity of 10 (Highest = 9).","Design","StdCyclomaticComplexity"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerService.cls","3","5","Missing ApexDoc comment","Documentation","ApexDoc"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerService.cls","3","5","The method 'prepopulateOppAndContracts(List<asp04__Payment__c>, Map<Id, asp04__Payment__c>)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"6","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerService.cls","3","18","Validate CRUD permission before SOQL/DML operation","Security","ApexCRUDViolation"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerTest.cls","3","88","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PaymentTriggerTest.cls","3","121","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryBatch.cls","3","16","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryBatch.cls","3","28","Missing ApexDoc comment","Documentation","ApexDoc"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryBatch.cls","3","30","Calls to System.debug should specify a logging level.","Best Practices","DebugsShouldUseLoggingLevel"
"4","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryBatch.cls","3","40","Avoid empty block statements.","Error Prone","EmptyStatementBlock"
"5","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryBatch.cls","3","40","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryBatchTest.cls","3","38","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryScheduler.cls","3","12","Apex classes should declare a sharing model if DML or SOQL is used","Security","ApexSharingViolations"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryScheduler.cls","3","12","Avoid using global modifier","Best Practices","AvoidGlobalModifier"
"3","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntryScheduler.cls","3","13","Missing ApexDoc comment","Documentation","ApexDoc"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntrySchedulerTest.cls","3","14","The static field name 'CRON_EXP' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FieldNamingConventions"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\PriceBookEntrySchedulerTest.cls","3","17","Apex unit test classes should have at least one System.runAs() call","Best Practices","ApexUnitTestClassShouldHaveRunAs"
"1","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","1","Missing ApexDoc comment","Documentation","ApexDoc"
"2","","C:\ob\work\grainger\renewals\issues\BSS-27\vscode\grainger-uat\force-app\main\default\classes\QuoteTriggerHandler.cls","3","1","The class 'QuoteTriggerHandler' has a Standard Cyclomatic Complexity of 5 (Highest = 12).","Design","StdCyclomaticComplexity"
