Unit Reference,Salesforce Unit id,Unit  description,Event,Action Date,Event Date,Status,Attention Of,Unit Tenure,Unit Type,Unit Status,Include/Exclude,Multiple Rent Review Diaries,Comment
127331014,a1G4J0000025wytUAA,"14 Smith House, Burke Place, Wellesley, Alder",Rent Review,2026-04-15,2026-08-15,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127331016,a1G4J0000025xQaUAI,"16 Smith House, Burke Place, Wellesley, Alder",Rent Review,2026-04-15,2026-08-15,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127851001,a1GNz000002WQCjMAO,"1 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2026-04-15,2026-07-15,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127178001,a1G4J0000025xHZUAY,"22 Jerome Street Wellesley, Aldershot GU11",Rent Review,2026-04-17,2026-08-17,Pending,MM2,Sh Owner,Det House,Tenanted,Include,No,
127483031,a1G4J0000025xByUAI,"31 Poppy Apartments, E16 2YH",Rent Review,2026-04-17,2026-08-17,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
113685001,a1G4J0000025vkqUAA,"44, Valnay Street, Tooting, London",Rent Review,2026-04-18,2026-08-18,Pending,SR1,Assd.Per,Mid Terrace,Tenanted,Include,No,
127172001,a1G4J0000025xH4UAI,"13 Jerome Street  Wellesley, AldershotGU11 4A",Rent Review,2026-04-18,2026-08-18,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127229022,a1G4J0000025x6OUAQ,"Flat22 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2026-04-18,2026-04-18,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127483028,a1G4J0000025wccUAA,"28 Poppy Apartments, E16 2YH",Rent Review,2026-04-18,2026-08-18,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
128016001,a1GNz00000Ag8eXMAR,"45 Kent Road, Waterlooville, PO7 3EP",Rent Review,2026-04-18,2026-07-18,Pending,AG3,Sh Owner,End Terrace,Tenanted,Include,No,
128043001,a1GNz00000BB4QiMAL,"1 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2026-04-18,2026-07-18,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
128043003,a1GNz00000BB5HNMA1,"3 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2026-04-18,2026-07-18,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127066007,a1G4J0000025x5AUAQ,"7, De Nancy House, Waterlooville, Hampshire",Rent Review,2026-04-19,2026-07-19,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483007,a1G4J0000025xXHUAY,"7 Poppy Apartments, E16 2YH",Rent Review,2026-04-19,2026-08-19,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483011,a1G4J0000025wcdUAA,"11 Poppy Apartments, E16 2YH",Rent Review,2026-04-19,2026-08-19,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483062,a1G4J0000025xYFUAY,"62 Poppy Apartments, E16 2YH",Rent Review,2026-04-20,2026-07-20,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127556001,a1G4J0000025xYyUAI,"10 Fire Station Road, Wellesley, Aldershot GU",Rent Review,2026-04-20,2026-08-20,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127696001,a1G8d0000004j5REAQ,"24 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-04-20,2026-08-20,Pending,SO3,Sh Owner,S/D House,Tenanted,Include,No,
127131004,a1G4J0000025x9vUAA,"4 Josephson House, Acland Street, Wellesley",Rent Review,2026-04-21,2026-07-21,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127137016,a1G4J0000025wVSUAY,"17 Owen House, Trenchard Close, Waterlooville",Rent Review,2026-04-21,2026-08-21,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127184001,a1G4J0000025x1FUAQ,"10 Jerome Street Wellesley, Aldershot GU11 4A",Rent Review,2026-04-21,2026-08-21,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127500001,a1G4J0000025xRBUAY,"14 Guthrie Way, Wellesley, Aldershot, GU11 4E",Rent Review,2026-04-21,2026-08-21,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127524001,a1G4J0000025xWUUAY,"37 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-04-21,2026-08-21,Pending,MM2,Sh Owner,Mid Terrace,Tenanted,Include,No,
128043005,a1GNz00000BB5KbMAL,"5 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2026-04-21,2026-07-21,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127062001,a1G4J0000025wyiUAA,"7, Oswald Street, Aldershot, GU11 4AP",Rent Review,2026-04-22,2026-08-22,Pending,MM2,Sh Owner,Det House,Tenanted,Include,No,
127707001,a1G8d00000059oKEAQ,"9 Evelyn Close, Waterlooville, PO7 3DX",Rent Review,2026-04-22,2026-07-22,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127229015,a1G4J0000025xIhUAI,"Flat15 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2026-04-23,2026-04-23,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127331006,a1G4J0000025xP0UAI,"6 Smith House, Burke Place, Wellesley, Alders",Rent Review,2026-04-23,2026-08-23,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127075001,a1G4J0000025xBVUAY,"7, Cavell Way, Waterlooville, PO7  5FQ",Rent Review,2026-04-24,2026-08-24,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127207001,a1G4J0000025xLGUAY,"32 Spinney Road, Manchester, M23 1AB",Rent Review,2026-04-25,2026-08-25,Pending,MKP,Assd.Per,S/D House,Solic.Instrct,Include,No,
128042001,a1GNz00000AzbT7MAJ,"15 Hursley Road, Waterlooville, PO7 3AW",Rent Review,2026-04-25,2026-07-25,InProgress,AG3,Sh Owner,End Terrace,Tenanted,Include,No,
127073001,a1G4J0000025x2yUAA,"11, Cavell Way, Waterlooville PO7  5FQ",Rent Review,2026-04-26,2026-08-26,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127074001,a1G4J0000025wx8UAA,"9, Cavell Way, Waterlooville. PO7 5FQ",Rent Review,2026-04-26,2026-08-26,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127483027,a1G4J0000025xQvUAI,"27 Poppy Apartments, E16 2YH",Rent Review,2026-04-26,2026-08-26,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127547001,a1G4J0000025xWyUAI,"2 Parker Drive, Waterlooville, PO7 3DA",Rent Review,2026-04-26,2026-08-26,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127552006,a1G4J0000025xZNUAY,"1 Painters Crescent, Waterlooville PO7 3BZ",Rent Review,2026-04-26,2026-08-26,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127851003,a1GNz000002WQ6IMAW,"3 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2026-04-26,2026-07-26,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127851005,a1GNz000002WPkeMAG,"5 Borthwick House, Whitbourne Way, Waterloovi",Rent Review,2026-04-26,2026-07-26,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
114742004,a1G4J0000025wL5UAI,"19, Warrington Crescent, 3F, Maida Vale, Lond",Rent Review,2026-04-28,2026-08-28,Pending,SR1,Assd.Per,Flat PB,Tenanted,Include,No,
127257002,a1G4J0000025xMJUAY,"3 Newcome Hse, Wellesley, Aldershot, GU11 4BG",Rent Review,2026-04-28,2026-08-28,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127257005,a1G4J0000025xMTUAY,"6 Newcome Hse, Wellesley, Aldershot, GU11 4BG",Rent Review,2026-04-28,2026-08-28,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127257006,a1G4J0000025xMEUAY,"7 Newcome Hse, Wellesley, Aldershot, GU11 4BG",Rent Review,2026-04-28,2026-08-28,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127483016,a1G4J0000025xKOUAY,"16 Poppy Apartments, E16 2YH",Rent Review,2026-04-28,2026-08-28,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483037,a1G4J0000025wubUAA,"37 Poppy Apartments, E16 2YH",Rent Review,2026-04-28,2026-08-28,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127706001,a1G8d00000059oAEAQ,"10 Evelyn Close, Waterlooville, PO7 3DX",Rent Review,2026-04-28,2026-07-28,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
127849001,a1GNz000002WPzpMAG,"20 Hursley Road, Waterlooville, PO7 3EN",Rent Review,2026-04-28,2026-08-28,Pending,AG3,Sh Owner,Mid Terrace,Tenanted,Include,No,
127581001,a1G4J0000025xZXUAY,"28 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-04-29,2026-07-29,Pending,HP3,Aff Rent,End Terrace,Tenanted,Include,No,
127799006,a1GNz0000002iUoMAI,"6 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2026-04-30,2026-08-30,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
128026001,a1GNz00000AoNV7MAN,"2 Grants Close, Waterlooville, PO7 3EF",Rent Review,2026-04-30,2026-07-31,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
113708001,a1G4J0000025w6UUAQ,"322, Commercial Way, Peckham, London",Rent Review,2026-05-01,2026-09-01,Pending,SR1,Assd.Per,S/D House,Tenanted,Include,No,
115345001,a1G4J00000262XcUAI,"119, Canbury Park Road, Kingston, Surrey",Rent Review,2026-05-01,2026-09-01,Pending,SR1,Assd.Per,Mid Terrace,Tenanted,Include,No,
127174001,a1G4J0000025xCoUAI,"17 Jerome  Street Wellesley, Aldershot GU11 4",Rent Review,2026-05-01,2026-09-01,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127483023,a1G4J0000025xVWUAY,"23 Poppy Apartments, E16 2YH",Rent Review,2026-05-01,2026-08-01,Pending,JB0,Aff Rent,Flat PB,Tenanted,Include,No,
127773005,a1GNz0000000ua5MAA,"5 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2026-05-01,2026-08-01,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
127773006,a1GNz0000000ubhMAA,"6 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2026-05-01,2026-08-01,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
128043006,a1GNz00000BB5MDMA1,"6 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2026-05-01,2026-08-01,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
317564001,a1G4J00000262u7UAA,"56A Ufford Street, London, SE1 8QB",Rent Review,2026-05-01,2026-09-01,Pending,SW4,Assd.Per,Flat PB,Tenanted,Include,No,
122045001,a1G4J0000025wmWUAQ,"1, Great Plant House, Woods Sq, Waterlooville",Rent Review,2026-05-02,2026-05-02,Pending,SO3,Gr Lets,Flat PB,Tenanted,Include,No,
122169001,a1G4J0000025wr1UAA,"19, Grainger Street, Waterlooville",Rent Review,2026-05-02,2026-09-02,Pending,MM2,Gr Lets,Mid Terrace,Tenanted,Include,No,
127043001,a1G4J0000025wglUAA,"39, Grainger Street, Waterlooville.  PO7  3AS",Rent Review,2026-05-02,2026-08-02,Pending,MM2,Gr Lets,S/D House,Tenanted,Include,No,
127229011,a1G4J0000025wooUAA,"Flat11 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2026-05-02,2026-08-02,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483041,a1G4J0000025xZIUAY,"41 Poppy Apartments, E16 2YH",Rent Review,2026-05-02,2026-09-02,Pending,MM2,DMR ,Flat PB,Tenanted,Include,No,
127552003,a1G4J0000025xBjUAI,"4 Painters Crescent, Waterlooville PO7 3BZ",Rent Review,2026-05-02,2026-09-02,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127552005,a1G4J0000025ugxUAA,"2 Painters Crescent, Waterlooville PO7 3BZ",Rent Review,2026-05-02,2026-09-02,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127331005,a1G4J0000025xQLUAY,"5 Smith House, Burke Place, Wellesley, Alders",Rent Review,2026-05-03,2026-09-03,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127483012,a1G4J0000025wdSUAQ,"12 Poppy Apartments, E16 2YH",Rent Review,2026-05-03,2026-09-03,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127134001,a1G4J0000025wzfUAA,"13 Acland Street Wellesley, Aldershot GU11 4A",Rent Review,2026-05-04,2026-08-04,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127799003,a1GNz0000002jQrMAI,"3 Heath Court , 1 Ford Place, GU11 4FL",Rent Review,2026-05-04,2026-09-04,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
128029001,a1GNz00000Ax9sjMAB,"49 Laxton Leaze, Waterlooville, PO7 3AW",Rent Review,2026-05-04,2026-08-04,Pending,AG3,Aff Rent,Maisonette,Tenanted,Include,No,
128043007,a1GNz00000BB5NpMAL,"7 Mudford House, Newlands Avenue, PO7 3EE",Rent Review,2026-05-04,2026-08-04,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
104814001,a1G4J0000025uJ9UAI,"52, Hazelbourne Road, GF, Balham, London",Rent Review,2026-05-05,2026-09-05,Pending,SR1,Assd.Per,Flat PB,Tenanted,Include,No,
127379002,a1G4J0000025vtrUAA,"2 Overlord House, Marrelsmoor Avenue, Waterlo",Rent Review,2026-05-05,2026-09-05,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127137004,a1G4J0000025x8KUAQ,"4 Owen House, Trenchard Close, Waterlooville,",Rent Review,2026-05-06,2026-09-06,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127843002,a1GNz000002WQ4fMAG,"2 Molay Court, 1 Sainty Close, GU11 4FZ",Rent Review,2026-05-06,2026-09-06,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127843004,a1GNz000002WQ7tMAG,"4 Molay Court, 1 Sainty Close, GU11 4FZ",Rent Review,2026-05-06,2026-09-06,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127845001,a1GNz000002WQ33MAG,"8 Mullinger Close, Waterlooville, PO7 3EG",Rent Review,2026-05-06,2026-09-06,Pending,AG3,Sh Owner,Mid Terrace,Tenanted,Include,No,
128030001,a1GNz00000Ax3KIMAZ,"51 Laxton Leaze, Waterlooville, PO7 3AW",Rent Review,2026-05-06,2026-08-06,Pending,AG3,Aff Rent,Maisonette,Tenanted,Include,No,
127146001,a1G4J0000025x4hUAA,"19 Acland Street Wellesley, Aldershot GU11 4A",Rent Review,2026-05-07,2026-08-07,Pending,SO3,Aff Rent,S/D House,Tenanted,Include,No,
127153001,a1G4J0000025x5aUAA,"8 Poppy Fields, Waterlooville, Hampshire, PO7",Rent Review,2026-05-07,2026-09-07,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127535020,a1G4J0000025xc2UAA,405 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2026-05-07,2026-09-07,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127773004,a1GNz0000000uYTMAY,"4 Duncan Hse 9 Graham Cls, Wellesley GU11 4EE",Rent Review,2026-05-07,2026-08-07,Pending,AG3,Aff Rent,Flat PB,Tenanted,Include,No,
113274001,a1G4J0000025vV3UAI,"46, Shottery, Stratford Upon Avon, Warwickshi",Rent Review,2026-05-08,2026-09-08,Pending,RTX,Assd.Per,Mid Terrace,For Sale,Include,No,
127131007,a1G4J0000025x8NUAQ,"7 Josephson House, Acland Street, Wellesley",Rent Review,2026-05-08,2026-08-08,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127180001,a1G4J0000025wjLUAQ,"18 Jerome Street Wellesley, Aldershot GU11 4A",Rent Review,2026-05-08,2026-09-08,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127182001,a1G4J0000025xDmUAI,"14 Jerome Street Wellesley, Aldershot GU11 4A",Rent Review,2026-05-09,2026-08-09,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127522001,a1G4J0000025xLPUAY,"24 Birkbeck Close, Waterlooville PO7 3DP",Rent Review,2026-05-09,2026-09-09,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127855001,a1GNz000002WOneMAG,"103 Newlands Avenue, Waterlooville, PO7 3EA",Rent Review,2026-05-09,2026-08-09,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
216523001,a1G4J0000025xfDUAQ,"7, Moor Pool Avenue, Birmingham, West Midland",Rent Review,2026-05-09,2026-09-09,Pending,MKP,Assd.Per,S/D House,Tenanted,Include,No,
127121001,a1G4J0000025wrjUAA,"3 Hatt Street Wellesley, Aldershot GU11 4AQ",Rent Review,2026-05-10,2026-09-10,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127379001,a1G4J0000025x5UUAQ,"1 Overlord House, Marrelsmoor Avenue, Waterlo",Rent Review,2026-05-10,2026-09-10,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127437001,a1G4J0000025xE8UAI,"23 Bruneval Drive, Wellesley, Aldershot, Hant",Rent Review,2026-05-10,2026-09-10,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127639001,a1G4J000004PvORUA0,"96 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2026-05-10,2026-09-10,Pending,DGX,Sh Owner,Flat PB,Tenanted,Include,No,
127639002,a1G4J000004PvOWUA0,"94 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2026-05-10,2026-09-10,Pending,DGX,Sh Owner,Flat PB,Tenanted,Include,No,
127639005,a1G4J000004PvOqUAK,"88 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2026-05-10,2026-09-10,Pending,DGX,Sh Owner,Flat PB,Tenanted,Include,No,
110039001,a1G4J0000025v2rUAA,"3, Denniston Dene, Waterlooville",Rent Review,2026-05-11,2026-09-11,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127408007,a1G4J0000025xLqUAI,"7 Ensor Hse, 17 Corunna Ave, Wellesley, Hants",Rent Review,2026-05-11,2026-09-11,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127483021,a1G4J0000025x7NUAQ,"21 Poppy Apartments, E16 2YH",Rent Review,2026-05-11,2026-09-11,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127507001,a1G4J0000025wT1UAI,"54 Albuhera Road, Wellesley, Aldershot GU11 4",Rent Review,2026-05-11,2026-09-11,Pending,MM2,Sh Owner,Mid Terrace,Tenanted,Include,No,
110040001,a1G4J0000025v1KUAQ,"2, Denniston Dene, Waterlooville",Rent Review,2026-05-12,2026-09-12,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127168001,a1G4J0000025xE1UAI,"26 Nevinson Way, Waterlooville, Hampshire, PO",Rent Review,2026-05-12,2026-09-12,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127353001,a1G4J0000025x8iUAA,"585 Marrelsmoor Avenue, Waterlooville, PO7 5G",Rent Review,2026-05-12,2026-08-12,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127631001,a1G4J000004PteSUAS,"10 Albuhera Road, Wellesley, GU11 4DD",Rent Review,2026-05-13,2026-08-13,Pending,GW2,Aff Rent,S/D House,Tenanted,Include,No,
127639003,a1G4J000004PvOgUAK,"92 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2026-05-13,2026-09-13,Pending,DGX,Sh Owner,Flat PB,Tenanted,Include,No,
127552004,a1G4J0000025xUeUAI,"3 Painters Crescent, Waterlooville PO7 3BZ",Rent Review,2026-05-14,2026-08-14,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127857001,a1GNz000002uaXVMAY,"34 Stanhope Mews, GU11 4FG",Rent Review,2026-05-14,2026-06-14,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
111244001,a1G4J0000025vFEUAY,"151, Oswald Road, Chorlton cum Hardy, Manches",Rent Review,2026-05-15,2026-09-15,Pending,MKP,Assd.Per,S/D House,Solic.Instrct,Include,No,
127169001,a1G4J0000025xEkUAI,"28 Nevinson Way, Waterlooville, Hampshire, PO",Rent Review,2026-05-15,2026-09-15,Pending,MM2,Aff Rent,Mid Terrace,Tenanted,Include,No,
127408014,a1G4J0000025xKvUAI,"14 Ensor Hse, 17 Corunna Ave, Wellesley, Hant",Rent Review,2026-05-15,2026-09-15,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127650001,a1G8d0000004H0zEAE,"9 Albuhera Road, Wellesley, Aldershot, Hants,",Rent Review,2026-05-15,2026-09-15,Pending,CC1,Sh Owner,S/D House,Tenanted,Include,No,
127777001,a1GNz0000000zWXMAY,"12 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2026-05-15,2026-09-15,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127229009,a1G4J0000025x6DUAQ,"Flat 9 Watermark Hse, Ledger Close, Kent ME10",Rent Review,2026-05-16,2026-08-16,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
418620001,a1G4J0000025zuIUAQ,"46 The Gardens, LGF, London SE22 9QG",Rent Review,2026-05-16,2026-09-16,Pending,DGX,Assd.Per,Studio,Tenanted,Include,No,
127535024,a1G4J0000025xW6UAI,505 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2026-05-17,2026-09-17,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127844001,a1GNz000002WOcMMAW,"10 Mullinger Close, Waterlooville, PO7 3EG",Rent Review,2026-05-17,2026-09-17,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127173001,a1G4J0000025x7VUAQ,"15 Jerome Street Wellesley, Aldershot GU11 4A",Rent Review,2026-05-18,2026-09-18,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127085003,a1G4J0000025xBzUAI,"3, Kipling House, Poppy Fields, Waterlooville",Rent Review,2026-05-19,2026-09-19,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127401001,a1G4J0000025xV6UAI,"11 Bruneval Drive, Wellesley, Aldershot, Hant",Rent Review,2026-05-19,2026-09-19,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127695004,a1G8d0000004j6ZEAQ,"4 Colborne Hse, 6 Masterson Cl, Hants, GU11",Rent Review,2026-05-20,2026-08-20,Pending,SO3,Aff Rent,Flat PB,Tenanted,Include,No,
127835001,a1GNz000001yga5MAA,"5 Mullinger Close, Waterlooville, PO7 3EG",Rent Review,2026-05-20,2026-09-20,Pending,AG3,Sh Owner,Mid Terrace,Tenanted,Include,No,
127843005,a1GNz000002WQ9VMAW,"5 Molay Court, 1 Sainty Close, GU11 4FZ",Rent Review,2026-05-20,2026-09-20,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127843009,a1GNz000002WQPdMAO,"9 Molay Court, 1 Sainty Close, GU11 4FZ",Rent Review,2026-05-20,2026-09-20,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127535019,a1G4J0000025xUYUAY,404 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2026-05-22,2026-09-22,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127655001,a1G8d0000004KmwEAE,"80 Plant Farm Cres, Waterlooville, PO7 3DB",Rent Review,2026-05-22,2026-09-22,Pending,DGX,Sh Owner,Mid Terrace,Tenanted,Include,No,
127097001,a1G4J0000025xCJUAY,"1 Hatt Street Wellesley, Aldershot GU11 4AQ",Rent Review,2026-05-23,2026-09-23,Pending,MM2,Sh Owner,Det House,Tenanted,Include,No,
127546001,a1G4J0000025xEhUAI,"19 Pakenham Road, Waterlooville, PO7 3BY",Rent Review,2026-05-23,2026-09-23,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127843003,a1GNz000002WQ6HMAW,"3 Molay Court, 1 Sainty Close, GU11 4FZ",Rent Review,2026-05-23,2026-09-23,Pending,AG3,Sh Owner,Flat PB,Tenanted,Include,No,
127848001,a1GNz000002WPyDMAW,"22 Hursley Road, Waterlooville, PO7 3EN",Rent Review,2026-05-23,2026-09-23,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127853001,a1GNz000002WQFxMAO,"99 Newlands Avenue, Waterlooville, PO7 3EA.",Rent Review,2026-05-23,2026-08-23,Pending,AG3,Aff Rent,Mid Terrace,Tenanted,Include,No,
127535010,a1G4J0000025xQ2UAI,205 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2026-05-24,2026-09-24,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127557001,a1G4J0000025xZSUAY,"4 Ramsden Close, Wellesley, Aldershot, Hampsh",Rent Review,2026-05-24,2026-09-24,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127649001,a1G8d0000004H0uEAE,"15 Albuhera Road, Wellesley, Aldershot, Hants",Rent Review,2026-05-24,2026-09-24,Pending,CC1,Sh Owner,S/D House,Tenanted,Include,No,
127852001,a1GNz000002WQELMA4,"97 Newlands Avenue, Waterlooville, PO7 3EA",Rent Review,2026-05-24,2026-08-24,Pending,AG3,Aff Rent,S/D House,Tenanted,Include,No,
122046001,a1G4J0000025woCUAQ,"1, Russet Lane, Waterlooville",Rent Review,2026-05-25,2026-09-25,Pending,MM2,Sh Owner,Det House,Tenanted,Include,No,
127331010,a1G4J0000025xLHUAY,"10 Smith House, Burke Place, Wellesley, Alder",Rent Review,2026-05-25,2026-09-25,Pending,MM2,Sh Owner,Flat PB,Tenanted,Include,No,
127483004,a1G4J0000025xXbUAI,"4 Poppy Apartments, E16 2YH",Rent Review,2026-05-25,2026-09-25,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127483033,a1G4J0000025xP6UAI,"33 Poppy Apartments, E16 2YH",Rent Review,2026-05-25,2026-09-25,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127550001,a1G4J0000025x3fUAA,"8 Parker Drive, Waterlooville, PO7 3DA",Rent Review,2026-05-25,2026-09-25,Pending,MM2,Sh Owner,S/D House,Tenanted,Include,No,
127776001,a1GNz0000000zUvMAI,"14 Whitbourne Way, Waterlooville, PO7 3ED",Rent Review,2026-05-25,2026-09-25,Pending,AG3,Sh Owner,S/D House,Tenanted,Include,No,
127377001,a1G4J0000025x3AUAQ,"1 Eisenhower House, Marrelsmoor Avenue, Water",Rent Review,2026-05-26,2026-09-26,Pending,MM2,Aff Rent,Flat PB,Tenanted,Include,No,
127407001,a1G4J0000025xUmUAI,"583 Marrelsmoor Avenue, Waterlooville, Hampsh",Rent Review,2026-05-26,2026-09-26,Pending,MM2,Aff Rent,S/D House,Tenanted,Include,No,
127535003,a1G4J0000025xQ8UAI,104 Aster Apts 822 Seven Sisters Rd London N1,Rent Review,2026-05-26,2026-08-26,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
127536028,a1G4J0000025xUfUAI,"601 Juniper Hse 820 Seven Sisters Rd, N15 5EX",Rent Review,2026-05-26,2026-09-26,Pending,AL4,DMR ,Flat PB,Tenanted,Include,No,
